Date, Experience, Questions
2014-08-14 15:20:10.37,google is remarkably quick at getting back to applicants when applying through directly on google s employment opportunities page. i received an email two days after submitting my resume and was asked to schedule two back to back 45 minute interviews the following week. each interview was technical in nature and i was asked to solve two coding questions by typing code into a shared google document with my interviewer. after asking questions and coding my solutions  the interviewer and i went over my solution and discussed aspects of it such as the running time  security and readability of the code. i did not get past the first round but was pleased by the swiftness of the process.,answering the questions correctly within a timely order.   answer question
2014-08-13 22:11:20.313,received email for interview   scheduled a interview date. the employer was very precise   called the date of the interview at the scheduled time slot. however during the interview when a question was being asked the interviewer gave very little time to answer or even think about the question or answer. the interviewer basically rushed me through the 2 questions. the interviewer also  didn t give me any feedback as to how the interview went or what else i need to work and practice more concepts on.,one of the reviewers was a bit cocky. stay calm in situations like that  ignore whatever is bothering you  and just address the question at hand.   answer question
2014-08-22 18:06:22.657,recruiter was very helpful  but the whole process can take a few weeks. usually 4 5 technical interviews about algorithms and data structures. each one gave a problem with a specific question but it develops several concepts. be sure to think outloud and start from something simpler if you are stuck. pretend the interviewer is your colleague. spend some time beforehand practicing code on a site like hackerrank.com so that you are comfortable writing code on command.,No Question
Date, Experience, Questions
2014-08-13 22:11:20.313,received email for interview   scheduled a interview date. the employer was very precise   called the date of the interview at the scheduled time slot. however during the interview when a question was being asked the interviewer gave very little time to answer or even think about the question or answer. the interviewer basically rushed me through the 2 questions. the interviewer also  didn t give me any feedback as to how the interview went or what else i need to work and practice more concepts on.,answering the questions correctly within a timely order.   answer question
2014-08-22 18:06:22.657,recruiter was very helpful  but the whole process can take a few weeks. usually 4 5 technical interviews about algorithms and data structures. each one gave a problem with a specific question but it develops several concepts. be sure to think outloud and start from something simpler if you are stuck. pretend the interviewer is your colleague. spend some time beforehand practicing code on a site like hackerrank.com so that you are comfortable writing code on command.,one of the reviewers was a bit cocky. stay calm in situations like that  ignore whatever is bothering you  and just address the question at hand.   answer question
2014-08-15 16:40:35.223,day 0   i apply to seven different software engineer positions in the bay area simultaneously via their website. day 0   38 minutes later  i receive an email from a recruiter  call him r1   who s also an engineering manager    . he asks when we can talk over the phone about  matching me up with the right opportunities at google.  i send a timestamp back. day 2   phone call with r1  about ten minutes. he asks to tell him about myself  what my background is  what i m interested in  why i want to work for google  etc. he ends by telling me we ll set up a phone interview  which i intentionally schedule for a couple weeks later.  r1 asks me to choose a programming language for the interview  and mentions that he ll be sending me a syllabus to prepare.  recruiting coordinator 1  rc1  emails me the details of the phone interview  which we confirm. day 9   still no syllabus. i email r1. he sends me a verbatim excerpt from the steve yegge blog post you ve already read. day 15   phone interview day. 25 minutes into the schedule time slot  no call. i email rc1. auto reply  that account no longer exists. great. i wait a bit longer. i give r1 a call  no answer  leave a voicemail. he replies within the hour  says he s sorry  asks for availability to reschedule. i reply. day 23   phone interview finally rescheduled for day 28  by new recruiting coordinator  rc2 . day 28   phone interview  take two. interviewer  a software engineer  asks me a little about myself  then moves on to the questions  i won t go into details  due to the nda . about twenty minutes of basic q a about my language of choice  nothing remotely advanced . then he asks me to describe  just out loud  the  find  method of a common data structure. then he modifies the problem definition slightly  and asks me how i would change the  find  method. this seems fairly straightforward to me. he asks me to implement it in java in a shared google doc. i do. i step through it with some examples. that s about it. i hang up  i think i nailed it. day 36   i email rc2 to check for any feedback. she defers to r1  who within minutes invites me on site to interview. i send my availabilities. i receive confirmation of my interview from rc2. i confirm  and send back two filled out forms  application   nda  travel form . day 37   i make my travel arrangements through their travel agency. they pay for my flight  lodging for the night before and night after  rental car for the duration  transportation to the airport  and food for the duration.  i easily add two more days at my own expense.  day 37   r1 emails me to tell me he s leaving google. r1 introduces r2  not an engineer  this one . day 38   r2 emails introductions and asks when we can talk by phone. day 42   introductory email from rc3  with two documents which are  again  verbatim excerpts of steve yegge s famous blog article. day 43   phone call with r2  describes the on site interview  nothing i didn t already know  except  fairly useless  one line bios of my four interviewers. eventually i start wondering why i m seeing and hearing  google youtube  when it used to be  google   so i ask. i find out i m apparently applying for youtube now and no one bothered to tell me. r2 also tells me she won t be able to make it to greet me on the day of my interviews  so r3  also not an engineer  will be replacing her. day 54   on site interviews. i show up to the wrong lobby  having assumed there was only one.  pro tip  check your email from the recruiting coordinator for the exact building and address.  luckily  i was early enough to make it to the right building on time. interview  interview  lunch  interview  interview. no breaks at all between interviews. interviewers either give you a blank expression with no feedback as you talk or else hold your hand all the way to the solution. no middle ground. half the interviewers didn t seem to want to be there. thought i did kind of okayish in three  badly in one. very hard to tell over all  but i was pretty sure i wasn t getting an offer. day 57   within three minutes of each other  emails from both r2 and r3  asking to talk over the phone. i sort out the disorganization  get a call from r3  and am informed i will not be moving on. the only feedback i can get is that my  coding  is lacking  which doesn t make much sense to me. day 58   on to other companies.  day 73   still no reimbursement of expenses... , signed nda    answer question
2014-07-25 18:11:55.743,couple of emails exchanged with the hr  followed by the phone interview with a software engineer. did not make it through the first round  should have prepared better. the wiggle problem  given an array of integers arrange them such that alternate elements are large and small. 2 5 3 6 ... ,the wiggle problem  given an array of integers arrange them such that alternate elements are large and small. 2 5 3 6 ...    5 answers
2015-04-15 07:29:18.367,the process began with a recruiter on linkedin contacting me after viewing my profile. the first phone screen was with the recruiter and seemed to be directed towards  placement  in the company. questions involved things like  do you like front end or back end coding more     what is the time complexity of quicksort     how would you estimate some large exponential function  . there were 0 questions regarding experience or resume information. the second phone screen was with a technical interviewer within the company. the phone connection was awful  the speakerphone on google s end increased the awfulness  the poor english of the interviewer increased the awfulness even more  and the lack of respect and attentiveness of the interviewer was the icing on the awful cake. the interviewer was not interested in any discussion of my experience or resume at all. he began by asking an esoteric math related programming problem. i frequently asked questions of the interviewer and was met with no response. at some point  i thought the phone dropped out because of 2 minutes of silence even after i asked multiple times if the interviewer was still there. eventually  the interviewer said he had to leave to use the bathroom while i was struggling and asking questions. he didn t return for 15 minutes. after my time was up  the interviewer said  ok  time is up  good bye  and hung up on me. this isn t how a company as large as google should be conducting interviews. after notifying the recruiter of the poor interview  she set me up with a third phone screen. the third phone screen had a much more attentive and polite interviewer. again  no questions regarding experience or resume information were asked. we began immediately by working in a google docs window about solving a path finding problem. google docs is really bad with code formatting and syntax highlighting  so it was a bit of a nightmare to type out a solution. i left this interview feeling a little better. the final part of the process was to schedule onsite interviews in mountain view  ca. i was bounced between 2 3 different recruiters and a third party travel agency  so coordinating the travel was frustrating. i m surprised my application wasn t lost during all the transfers. the onsite process was similar to other tech companies in the sense that there was a long  full day of interviews. in total  there were 6 interviews across a 7 hour period with a lunch interview shoved in there somewhere. many of the interviewers seemed to be bored or not interested in conducting interviews  so it was a similar experience as my second phone screen. i get the feeling that google forces their engineers to perform interviews but doesn t hold them accountable to the quality of their interview process. in addition  many interviewers spoke poor english and couldn t successfully communicate the problem that i was required to solve. and finally  i was never asked experience or resume related questions. google simply doesn t seem to care about experience. in the end  i was contacted with the standard  we are not moving forward with your application  with no feedback that would allow me to improve.,writing a function that calculates points in a circle implementing some features of google docs   answer question
2015-04-29 17:50:39.84,one person was expecting ninja code and did not pay attention to approach  and did not say anything throughout the process. in the end  he jot down certain things on the paper and gave it to next interviewer. i had to try to say things again and again  but he was not responding in negation or positive.,how do we find all the numbers between a and b in a binary search tree    answer question
2015-05-01 15:26:04.0,i had sent in a resume  then talked with a recruiter who set up a technical phone interview for me. the technical interview was first an algorithm question. then  we moved on to talk about an architectural problem. a few days later i got back from the recruiter  i was rejected after the first phone screen. they said i could reapply in a few months.,going through the thought process aloud was quite difficult.   answer question
2014-08-25 12:02:10.393,applied online and received an e mail for a phone interview. i received some links and documents on how to prepare for the interview which are already in other reviews on glassdoor. the interviewer asked a programming question  to write a code for a simple game  which required the appropriate use of classes. the phone interview lasted around 45 minutes.,i signed an nda  so i cannot say  but there are some brainteasers before the main coding question in some of the interviews.   answer question
2014-12-29 15:41:26.147,a google recruiter contacted me early in the summer  i had interviewed with them previously   and set up a phone interview. i passed that  and they sent me an invitation for an on site interview. the visit to their mountain view hq was very pleasant. i had two interviews  lunch with a google employee  and another two interviews. i did not find the interview problems particularly difficult  and solved most of them well before time ran out  so i ended up with a lot of time to chat with the interviewers. i think i got them all correct  i hope    because the interviewers didn t really have many comments about my solutions  and they didn t tell me that anything was wrong. they told me it would take around two weeks to give me my decision but it ended up taking ten weeks  because one of the interviewers left the company without turning in the interview feedback  so i had to do another phone interview. i think some other stuff got lost  so the recruiter contacted me and asked me to fill out some more forms. either way  it took a really long time  and i was disappointed when i did not get an offer   ,after a fairly standard question  took about 7 minutes to code up  the interviewer went very in depth with how i would test the code to make sure it worked.   answer question
2014-09-23 16:43:00.6,a representative from google came to our schools acm club  and that is when i gave my resume to google. about 4 months later  seemingly out of the blue  i got a call from a recruiter asking if i was interested in interviewing with them. we set up another call to get to know me better. during the call  we talked about the technical interviews that would be coming and what to expect. my,No Question
Date, Experience, Questions
2014-08-01 06:42:08.23,i was emailed about an opportunity to work at google. the email asked me to set up a phone interview where they asked about my interests and background. they they set up another phone interview  this time a technical one. the technical interview involved coding and asking the interviewer questions about his role at google. after the first interview  i received another phone call from my recruiter. my recruiter said i needed one more technical phone interview before an on site interview  so we scheduled one. the second interview was similar to the first.,write code to determine if a given input string contains balanced parentheses.   3 answers
2014-07-25 17:17:26.13,interview was easy. technical questions are no harder than the average company  but they really talk up their interview process to the candidates before the interview. sent an email with  tips  that was longer than 1000 words,algorithms.   answer question
2014-07-23 16:00:23.577,1st phase  phone interview and coding is done on google doc. you say what language you are comfortable with and they pair you with a google developer who is knowledgeable in that language.,write a function with integer input which returns an integer having been flipped around in the binary sense. example  given 3  it should be turned into 0000 0011  then flipped 1100 0000  then return 64 128   192. i commented that this was easily done via bitwise manipulations  but i have not done those in a while so i wrote a program out in c to do it manually.   2 answers
2014-07-18 10:59:48.733,initially emailed by hr to set up an initial screening. phone screening was just background questions and questions about my education. technical interview came about a week later. it was a bit strange because the person who originally contacted me  hr  ended up either moving to another position or got left for some reason  so i got passed around a lot and had 3 hr people throughout the process.,find the local minima in an array. a local minima is defined as a number whose left and right indices are greater than it in value.   4 answers an array contains integers with the property that a particular number  called the majority element  appears more than 50  of the time. give an algo to find this majority number   8 answers implement std  vector s push back   also asked for maximum contiguous subarray problem   1 answer there are n points in a plane. find the max number of points that lie on a line   1 answer in a given binary tree  find the number of elements that lie in a given range.   1 answer
2014-07-22 20:12:10.61,standard  1 phone screen   5 on site technical rounds. overall the interviewers were pleasant and they look for coherent solutions with bug free code. prepare for computer science fundamentals especially algos and data structures. i was lucky that they did not ask any system design questions.,in order traversal of a binary tree  next element in inorder traversal   1 answer
2014-07-08 17:13:11.183,2 phone interview  45 min for each. using google doc to type codes. most questions are coding problems. not hard  but need to be careful not to make silly mistakes. after that it tooks very long to tell me the final result,how would you design a system to do such and such  i thought the interviewer wanted me to talk about functions and data storage but in the end he seemed he wanted specific sql statements which i was not too familiar with.   answer question
2014-08-06 00:51:43.78,applied online and received an email within a few days by a google recruiter. a technical screening interview was organized for the following week. a google engineer called me and started by introducing himself and google  then went quickly into the programming question. i managed to solve the problem using recursion within about 40 minutes with only a few hints. after 1 week  i received an email for onsite interviews which was organized for the second week after. the first onsite interview went well. i actually recognized the interviewer from my previous university. the programming task involved class declarations and pointers. i believe i did ok with this question but ran out of time to really give a solid solution. in my second interview  the interviewer gave me a few hints since i was not making progress and i eventually solved it. then it was lunch with another engineer. my third interview was the worst. he asked me the same question as the 1st interviewer  and i said i had already been asked that question. he then asked a different question that i did not fully understand which direction he wanted to go and in the end it was an sql command question. i made a mistake in the third question he asked  i started coding before i had fully considered the entire question. the 4th interview was a presentation of my work. this went smoothly and the interview was very cordial. the 5th interview went well although i ran out of time. 2 seemingly simple coding questions. even though it was past time  this interviewer kept talking about the groups within google so i thought i did well with this guy. overall i managed to solve all the questions but with hints. i believe i did well with 3 interviews  1 ok  and 1 bad.,the one that tripped me up asked me to write code to return all words in a dictionary that can be formed from a string of numbers  e.g. 34556   where the numbers map the same why they do on a phone  e.g. 1  gt a  b  or c .   4 answers
2014-07-08 21:23:10.403,i got an email from the recruiter within 45 minutes of submitting an application  but the whole process of the interview took nearly a month. the first interview was a phone interview  which wasn t too tricky. the interviewer was very kind and help with any questions i had. after passing the phone interview i moved to an onsite interview. i had a series of 4 interviews. none of the questions i got asked where too challenging  but all of the interviewers pressed me for more or to expand on what i had after i had worked out a problem. all but one of the interviews were kind and helped me with any questions  but the last one was tight lipped throughout the interview  and just expected me to figure it all out and write it on the board.,questions about data structure  algorithm. also object oriented design   answer question
2014-07-04 20:02:52.557,i initiated the process by responding to an email message from a sourcer and was handed off to a recruiting coordinator. i spoke several times with the recruiting coordinator  who was my primary contact point throughout the proces. after an intial phone screen  i was invited onsite to speak with 5 engineers  with a break for lunch mid day . folowing the interviews  i received a tentative  not officially an offer  congradulatory call at which point we discussed teams that would be a good match for my skill set. once one was selected  i received a formal offer  which i had 5 business days to accept.,No Question
2014-07-28 14:09:42.783,contact by recruiters a couple days after submitting my application online. the interviewers are very nice and gave me hints when i were stuck. we had a very friendly conversation.,No Question
Date, Experience, Questions
2014-07-28 14:09:42.783,contact by recruiters a couple days after submitting my application online. the interviewers are very nice and gave me hints when i were stuck. we had a very friendly conversation.,questions about data structure  algorithm. also object oriented design   answer question
2014-08-11 19:58:19.22,45 minute phone interview  program a computational geometry problem  the phone interviewer did not ask anything else at all. onsite  preparation  i prepared for two weeks. i had been asked to brush up on my algorithms. so i basically took  the online versions of prof  tim roughgarden s algorithms class   stanford and parts of prof. erik demain s class on advanced data structures.   mit. also geeksforgeeks.org also helped me. even if you don t get into google  i would say that taking these classes are very good for your future technical skills. 5 people interviewed me  45 minutes each. none of the 5 interviewers asked me any algorithm heavy questions. there was no topcoder style questions either. most of the questions were related to my domain area viz  computer vision and machine learning. since i had just switched into these areas  i was not an expert and my answers were often patchy. one of the interviewers asked me a question on large scale system design. i am just waiting for the results.,an open ended question on large scale system design  for this you need to be an internet programmer  knowing about issues related to data replication  data availability  large scale scaling etc. i was very patchy on all of these areas.   answer question
2014-09-29 21:27:30.797,was reached out to by recruiter via linkedin following an internship at another company. i talked with the recruiter for about 15 minutes on an initial phone call  before they scheduled a 45 minute technical interview. i m currently waiting to hear back from them. according to recruiters  the process is generally 2 45 minute phone screens followed by an on site  day long interview at one of google s campuses.,given a graph as input  write a java method returning boolean true if the graph is bipartitie  else false.   1 answer
2014-08-24 23:00:54.13,google s actively seeking software engineers so it s not difficult to get an interview  but don t let that trick you into believing the interviewing process is easy. they re looking for engineers that have both good analytical and design skills. once you re set up with a recruiter  he ll be your point of contact in terms of scheduling interviews. you ll first be given a phone interview and if you pass that  they ll bring you on site for several 1 1 interviews.,given a sorted matrix where the number below and right of you will always be bigger  write an algorithm to find if a particular number exist in the matrix. what is the running time of your algorithm.   5 answers
2015-04-17 11:47:28.59,all i can say is. wow. absolutely infuriating experience. llooonnngg story short  i interviewed with google nine months ago today. the interview went well  i liked the people there. i was told i d be getting an offer. for 9 months  on average i d get a call every 2 weeks saying something to the effect of  we re sorry this is taking so long  you ll hear something no later than friday . eventually i got fed up with this and complained about the person telling me this that was consistently breaking his promises. after complaining  i got genuine phone calls of apology and then another  you ll hear from us within 2 weeks.  2 weeks passed. you can gather how the story goes on. i complained again. i felt that 9 months was unreasonable. fool me once  shame on you. fool me 20 times  shame on me. after my last complaint  i got a call from the recruiter telling me i m no longer a candidate at google. absolute waste of time on both our parts. in the end no one won  which is what is so baffling to me.,data structures and algorithms   answer question
2015-03-25 23:15:16.8,applied online and contact from a recruiter after a few weeks. then on site interview with more than 5 folks. question given and shared my thought with them. so much pressure because of 1 1 interview.,traditional algorithm questions as well as some system related   1 answer
2014-10-20 14:19:47.253,i used to apply intern at google but get no respond. one day the recruiter found me and ask me to consider their software engineering position. then he arranges technical interview. i worked on the google doc.i have other things at the previous scheduled date  so the recruiter re schedule the date for me. it is about 45 min.the question is very easy.,rotate an m n image that is stored in an array.   answer question
2014-09-28 18:59:15.133,had a initial phone screen which consisted of coding interview session on google doc and one object oriented system design question. onsite interview consisted of 5 interviews. all consisted of coding questions and design questions. i also had interview with hiring manager later something like host matching phase which happens for internship.,nothing unexpected. questions tested programming skills and overall thinking process.   answer question
2014-07-23 10:36:37.35,generally are two coding questions and mostly didn t ask the resume. one is about array and another is tree question. the questions are kind of hard and good coding preparition are needed.,the difficulty of questions is expected but is harder than average coding questions i have seen.   answer question
2014-07-12 01:40:59.923,going for first technical this monday  applied online a long time ago  more then a few months ago but less then a year  maybe. so the first phone call was a basic screening  see if your a candidate for the process  you set a date and your left to study for that  which i am currently doing. will keep this upto date.,study  study  study. i m reading gayle laakmann mcdowell s cracking the coding interview 5th edition to prep.   answer question
Date, Experience, Questions
2014-07-08 07:11:23.407,i had three rounds of interview with google within one mouth. i got the information 1 mouth before the interview  so i found some open judge website to solve some algorithm problem which i might encounter during the interview,we took the interview through google hangouts and coded in a google docs. in the first round of interview  the interviewer asked me  given a set of points in the plane  output all the set of points which are collineation.   3 answers given a array of numbers  output the array like this  a1  lt   a2  gt   a3  lt   a4  gt   a5...   4 answers
2014-07-15 17:05:52.82,contacted by the recruiter  interview was scheduled around 3 weeks later. i had 2 back to back interviews  each for  50 mins. i will not disclose the questions because i respect the nda  but generally the google interviewers like to start with a question and make it more and more difficult as the interview proceeds. the first interviewer was not as friendly. in fact he was a little intimidating. the question that he asked  i hadn t even heard of it despite the fact that i always over prepare  and in the first 2 mins i really thought i am gonna screw this up since i had no clue where to start from  but i anyways started and was surprised by my own performance. they are not looking for people who have crammed the code line by line and just write it perfectly. they are looking for people who can think and implement on the fly. the second interviewer was pretty cool and when he asked the question  it was a piece of cake  but i was amazed to see how difficult he made it as the interview proceeded. at a couple of points  he even told me that he just expected a verbal solution since there was not much time left to write the code  but i told him i will write the code instead  which i did. needless to say  he was very impressed by my enthusiasm all throughout the interview. i was contacted by the recruiter in less than 4 business days that i qualified for the 2nd round  and after 3 weeks i had a host matching interview with a team. i took the offer. the best tip i ever got   always review your code before you say  i am done . walk through code  see that you have covered all the edge cases and say you are done when you are done.,none were easy  but won t disclose any because of the nda.   answer question
2014-06-06 15:18:17.857,the first interview was a behavior interview. the recruiter asked some question about my resume  such as the projects i have participated in  and my previous work experience. since the position i apply was software engineer  so she also ask me about my professional skill like which programming language i am most familiar with. this behavior was easy  but unfortunately  there were still 6 months to graduate that time  the recruiter told me they can t wait that long.,why you quit last job.   answer question
2014-07-09 21:20:43.007,timeline    reached out to recruiter  day 0   call with recruiter  day 2   in person interview  day 15   calls with managers  days 28   32   three offer revisions  days 33   43 in person interview  a pretty standard affair with 5 45 minute inreviews and a lunch after the first 2. most of the people seemed genuinly interested in the interview  save 1 person who seemed annoyed at having to do such a menial task  and were a lot of fun to talk to. i can t go into too much detail on the questions themselves  covered by nda   but it s standard fare and if you know your stuff  you won t have any trouble. how to prepare  just brush up on your algorithm design  iterative recursive algs  big o  etc . it might be helpful to just read up on some really clever algorithms from your academic days since the thought processes for those can have a lot in common with algorithms you might be asked to design. culture  the people who interviewed me seemed intelligent and very happy to be working at google. one surprising factor for me was that every single person answered  what s you favorite part of working at google   the same way   the people .,follow up with this  someone modified your binary search code and the result is bad modified version may not be binary search any more . create a test case to find out whether the code is binary search without source code on hand.   answer question
2014-06-21 21:19:22.473,refered by a friend  then quickly got a phone interview one week after. first i described my current work and project and experience on my resume. then was asked difference btw interface inheritance and implementation inheritance. coding problem is simple  binary search.,one was implementing lru cache  another is about convert linkedlist to bst.   answer question
2015-09-14 13:06:54.013,there were only two phone interviews. they went smooth. but after interview  there was a phrase called team match. team match took me about 1 month to find a team that wanted me.,find the kth largest element in a sorted array.   2 answers
2015-05-23 14:13:24.47,i recently interviewed at amazon. the interview had 5 rounds. 4 technical and 1 hr round. the technical rounds mainly focussed on algorithms and system design. most of the questions were take from career cup and jigar s. there was also a lunch interview after 3 rounds.,low level question  which i wasn t expecting  far from my area of expertise .   answer question
2014-08-23 22:14:05.08,was approached by a recruiter  we had an initial phone screen. from there  i had a technical phone interview with a swe. the questions were pretty straight forward  nothing too difficult. after that  i had four on site interviews. two of them went very well  one went pretty well  and i did pretty poorly in the other. i signed an nda  so i can t go into details  but my suggestion to anyone would be to prepare as much as you can.,i signed an nda and cannot disclose questions. however in my case  there were no complicated questions. i could choose to code either on a chromebook or on the whiteboard.   answer question
2014-06-15 17:50:33.853,a recruiter contacted me  mentioning he is following up with past codejam participants. while i am not really intending to change jobs at this point  i decided to take an interview. i talked with him on the phone and he asked simple questions  e.g.  experience in developing mobile apps  intention to move to california  etc. . he introduced me another recruiter who is in seattle. i talked with her on the phone and she scheduled an onsite interview at the seattle office. i didn t have phone interviews  possibly because i have passed through ones in the past  rejected at onsite   or possibly because i m currently working in seattle and they don t need to reimburse for transportation and lodging. i had interviews with 5 engineers   1 engineer for lunch . questions were rather simple and with moderate difficulty. while i thought i did well on the questions  the recruiter called me a week after the interview and told me that the hiring committee decided not make an offer. as other people also say  they don t give me any feedback  but the recruiter mentioned it was  close   though i don t know if she actually had detailed information about my interview. what s frustrating and made me feel negative about the process is that they do not give me any feedback. i don t even know if it was because of my performance at the interview or because of my past experience  i m not a software engineer right now and coding is not my main job responsibility . i explicitly asked this point to the recruiter but she didn t clarify. i m suspecting it s the latter and if that s the case  this whole process was totally a waste of time  but i never know. another reason for my negative feeling is that the recruiter left a message on my home phone saying that she needs to follow up about the interview. the fact i was taking an interview was secret to my family and i ve repeatedly asked the recruiter not to call my home phone  but she didn t care about that. this has brought a situation in my family  even bigger than the fact that i was rejected. recruiters should be more careful about each candidate s privacy  though failed candidates may not be important to them.,how would i implement the autocomplete function on an iphone or google search    answer question
2014-05-22 13:12:35.413,interviewer seemed tired and uninterested in doing the interview. after asking the initial question  he was reluctant to clarify questions or talk through potential approaches. allowed for awkward silences and didn t try to make the process more comfortable. as this was my first interview  it was very jarring and difficult to concentrate.,No Question
Date, Experience, Questions
2014-05-29 15:54:10.94,two phone interviews  mostly about data structures and algorithms. 1st interview they asked string manipulation questions and a puzzle. in 2nd interview they asked about tri tree implementation. they asked me to implement tri tree in a google document. implementation in a google document was a bit confusing and tricky.,no. of paths between two points in a grid   2 answers
2014-05-21 14:17:57.743,a recruiter contacted me on linked in and set me up with a phone interview. the phone interview was conducted through a text editor similar to notepad. the interview was conducted by an engineer. he couldn t tell me anything about what openings existed or what positions they were looking to fill or even if the job would bin in california or washington.,you and opponent alternate picking gold pots out of line. you can pick either from the left or the right. all amounts of gold in all pots are know. write an algorithm to pick the most gold. assume you opponent is using the same algorithm.   1 answer
2014-07-23 18:48:50.64,recruiter contacted me via email or linkedin  can t remember exactly. asking if i would be interested in google. i have a long resume and somewhat specialized set of skills in embedded systems so i said ok i will give it a go  but that i am not quite sure how my skills would be useful at google. they waived the phone screen and moved me directly to an onsite interview. they send you a list of things to go over to prepare for the interview that looks like something out of college computer science course. i was really busy at my current job so i had little time to go over it  but it was fun revisiting the basic algorithms and data structures. onsite was 3x45 miutes 1on1 interviews  lunch and 2 more 45 mins sessions. all back to back  no breaks other than lunch. 1st session  interviewer introduced himself gave me time to introduce myself for the 1st 10 mins. then asked 2 questions. 1st was arrays didnt require to writ code  2nd was dynamic programming asked to wrote code. i did well on both so we had 10 more mins to spare where i asked him questions. 2nd session  introduction took a really long time  interviewer talked at great length about himself and his work. asked me if i am interviewing for real or just there to get some interview experience  because apparently thats what he did initially himself. when we got to the question there was only about 15 mins left. tree related question  that in my opinion wasn t really presented very well. code was required. i started solving it but he was basically walking me through every step. not sure if he just wanted to pass me or realized that he already spent too much time talking. got the correct solution  but i felt like i was being lead to it. 3rd session  embedded systems engineer  asked me a lot about my actual resume. in the end asked me a pretty basic question embedded system specific  asked to write code. was really easy for me  did really well. probably the most enjoyable session. lunch  the weirdest part of the day. interviewer only got notified the night before  didnt look like wanted to be there. didn t even know where the closest cafeteria was. ended up walking for about 15 mins around the campus. dropped the tray when getting food and spilled lunch over clothes  got really upset. then suggested we sit outside because its quieter there. but the day was hot and it was really uncomfortable  i was glad to get back inside. 4th session  usual introductions. general distributed systems question. went pretty well in my opinion  but then i am not a distributed systems specialist  so cant really judge. 5th session  the worst one ofthe day. usual introductions. 2 questions. 1st question supposed to be a warmup  really simple bit manipulation  but for some reason my brain just went into a feeze  not sure if it was the stress or the sun from the lunch. anyway i worked manually through some samples and did come up with an algorithm and a correct solution. in fact the interviewer corrected something in my solution  but when i started running it through a test case it turned out my initial code was in fact correct  so we reverted it. because 1st question took so much time  we only had about 10 mins for the 2nd one which was supposed to be the main question. so we didn t really finish it. recruiter called me a week later saying that they decided not to go forward with my candidacy at this time. i am not really too bothered since i am pretty happy at my current job and this was more of a learning experience  but i admit that if they did make me a good offer  i would ve seriously considered it. while driving home i did come up with a really good solution to that unfinished question from the 5th session. and then also found every single question that i got asked in my interview on programming websites. so looks like if i wasn t so busy and just spent more time preparing  the interview would ve gone much smoother. i thought just experience would be enough to pull me through. other than the lunch person and the 2nd session interviewer  everybody else was very pleasant and enjoyable to talk to.,all were unexpected. i didnt prepare for any  but was able to work through most of them. none really difficult under normal circumstances.   answer question
2014-05-17 06:34:59.94,i was not looking to switch jobs  but i was contacted out of the blue by a recruiter on linkedin. i was happy with my job that i held with the same company since college graduation  10 years . however  i decided to give google a shot. if anything it would probably teach me something about myself. the recruiter set up a phone interview for roughly 1 month later. i apparently did well as the recruiter contacted me about 2 hours after the interview to say i passed. i was forwarded off to a recruiter in mountain view that set up an on site interview for about 1.5 months later. i m sure the time frames here could have been quicker  but for each step i wanted time to study. during the on site interview  i met with 5 different engineers  4 where feedback was taken and 1 lunch interview . each interview lasted between 45 minutes and 1 hour. i interviewed with members from 2 specific teams  the potential ones i would be joining if offered a position. despite the fact the lunch interview was not supposed to count  i was told that the lunch interviewer was instrumental in getting me hired. it took quite a long time after the on site interview until i received an offer. it took 2 weeks to collect interview feedback and 1 week to get the go ahead to put me through the hiring committee. it took 2 weeks to go through the hiring committee and an additional week to go through the executive committee. at that point i had an offer  but it took another day or two to negotiate the details. i initially wanted to decline the offer since i was leery of moving my family  but the recruiter gave me the weekend to think about it. i verbally accepted after the weekend. it took another two days to choose a relocation package and 1 more day to receive a formal offer letter which i electronically signed. i hope i made the right choice  i am worried that i took a step or two down in responsibility  but the compensation was a little bit better than what i was making even cost of living adjusted. if anything i ll have an interesting experience to talk about and google on my resume.,however  i received 2 different dynamic programming problems which i didn t expect and i found to be quite difficult. 3 of the interviewers had me do whiteboard work but only 1 of them actually had me do any coding  which was a basic singly linked list type problem.   answer question
