Date, Experience, Questions
2013-10-20 04:28:23.42,applied for the position through my university  got an email a week or two later asking to schedule two technical phone interviews  then had two back to back 45 minute phone interviews,they asked me to code for such a question  the input was a string and i was supposed to output the longest sub string with only 2 distinct chars in the sub string.   2 answers
2013-11-26 20:57:19.15,submit resume online  contacted by a recruiter the next day  they asked about my available time during the following month  but still scheduled an interview which conflicts with my calendar. the recruiter responses email really slowly  it even took more than a week to reply my  rescheduling  email. anyway  i had the 2 45 min phone interview with two engineers.,i was asked not to share the questions.   answer question
2014-02-26 15:45:37.31,i applied through an employee referral. the whole process went really fast. i had two 45 minutes phone interview. they were really helpful  sent me lots of references for practicing for the interview. both interviewers were really nice. i was expecting more difficult questions but it was still difficult. it definitely requires lots of practice to do well on this interview. i waited two weeks for the answer. i didn t get an offer.,here is a problem p. how many ways can you solve p  what s the pros and cons of each implementation  e.g. what is the best way to represent a matrix    2 answers
2013-09-24 13:33:56.83,1. applied online and received a request to do an interview with them about a week later. emails to recruiters usually takes a day or so to get a response  but is often much faster  maybe half an hour when our timezone align . 2. two phone interviews  45 min each with engineers. there were no personality interviews during the preliminary interview. 3. once you pass the preliminary interview  you are in the process for team matching. at the team matching interview  they still don t ask many behavioral questions. there s sometimes easy technical questions  e.g. how would you find the min element of a bst  to see your coding style. treat this last interview as an opportunity to find out more about the team ,i signed the nda.   answer question
2013-12-25 13:38:31.593,applied online  get the response the next day to arrange a telephone interview. the two technical interviews went smoothly with typical coding questions  algorithms. however the response took too long  3 weeks  despite the fact that they stated it only took maximum 2 weeks.,No Question
Date, Experience, Questions
2013-04-23 13:39:35.697,i applied online where i submitted my cv and was contacted after a day. i was working during that time  so my two phone interviews were scheduled on the same day and the recruiter was really helpful in making sure i can make the time. the phone interviews were 15 minutes apart and the first one had a lot of small questions that required no coding  but rather collaboration on how i might do things as well as questions about data structures. on one of the questions i did not entirely understand what i was asked and the interviewer explained what was expected. the second interview was a single coding exercise. i had to write a solution to a given problem and after i wrote it  i had to explain the complexity of my solution. after that i was asked to improve my algorithm so that it runs faster. the interviewer did not require the code to be compilable  but to show knowledge of the language and the solution. off the top of my head i did not remember the exact way of doing i o with files in java  but that was not a problem. after the interviews i was contacted the following day and the recruiter informed me that i am continuing to the next stage where they search for a project for me. the project was found in a couple of days and i had a phone conversation with the team manager who asked me about my previous experience with some technologies and my availability for the needed dates. after that i was given my offer in another couple of days. through all the experience the recruiter made sure i was informed of what is coming next and what i need to expect.,the most difficult part was to improve my solution in the second interview  which was not hard by itself  but when put on the spot it is harder to think of another way to solve it.   answer question
2014-02-23 09:40:37.463,two questions  one algorithm oriented and one system oriented.,various ways a same program would give different results on the same machine.   answer question
2013-07-23 19:53:42.78,applied online. after resume screening  i was contacted for more details and preferences. then scheduled two interviews. these two are the only interviews you need to give.,everything was easy  but had a google perspective. they need algos which are just faster and clearer. expect a lot of questions from datastructures  graph algos and the projects and technologies you have done or used so far.   answer question
2014-05-17 23:01:02.823,applied online and didn t hear from then for a few months. received a phone call from hr with a lot of technical questions such as converting binary to numerical numbers. after the initial interview  you receive an email to prepare for the next interview of typing up code on google docs.,unexpected to answer so many technical questions on the spot.   answer question
2012-11-27 20:48:08.98,phone interview,given n stairs  how many number of ways can you climb if u use either 1 or 2 at a time   1 answer
2012-11-23 19:49:20.52,i submit the resume online  after three weeks the hr arranges me two 45 mins interviews. the first asks about how to compute the product of an array except the entry at each position  and how to judge whether a string a is a variation of string b. the second interviewer asked my research interests and a brain teaser question.,how to computer the longest increasing sequence in an array with only one extra variable   answer question
2013-01-17 16:38:36.397,the hiring process run smoothly  i ve been through 2 technical interviews of 45 mins each. the recruiting staff was very helpful. most of the questions were algorithmic.,i was asked if i ve participated in international olympiad contests.   answer question
2012-10-27 14:46:06.43,my first contact with google was attending an info session that they hosted at my university. at the end of the info session  then they had mini 3 minute interviews with anyone who was interested. during the mini interview  i gave the google engineer i was talking to my resume  and he asked me questions about my experiences with software development up until that point. a little later  i was contacted by google and told that they wanted to schedule a real interview with me for a summer internship. this interview consisted of two back to back 45 minute sessions  each which started out with a few broad questions then narrowed down to solving a specific interview problem. after that  google contacted me a little while later again saying that i d been offered an internship for that summer.,i was asked to think about the drop down search box in a browser like firefox or chrome. the question was  given that the user types a few characters and we present them with suggestions  how do we decide what suggestions to give them  what order to present them in  and finally  how do we know if we did a good job  once we had discussed this for a bit  i was then asked to actually come up with an algorithm for finding suggestions quickly  with out having to search through all the possible suggestions for each character the user typed.   answer question
2012-10-31 12:42:25.89,i applied both online and at a career fair and was contacted by a recruiter about one week later. my interviews were scheduled by a recruiting coordinator for the following week  i had two back to back phone interviews. i signed a nda so i can t disclose specific questions  but the interviews were almost entirely technical in nature  my two interviewers skipped behavioral questions entirely . most of the questions dealt with the primary data structures in java and being able to manipulate or reuse them to achieve some goal  e.g. improve efficiency  modify what the data structure does .,technical questions. one question was about a topic i had not studied and could not fully reason through.   answer question
2012-10-10 15:41:36.937,talked with the campus recruiter  and submitted my application online. got a phone interview few weeks after and wrote code in shared document with an interviewer. was supposed to have 2 phone interviews  but the other interview did not call. first interview was confusing and hard to listen because of the interviewer s accent.,how would you implement the binary tree.   answer question
Date, Experience, Questions
2013-10-15 10:28:57.51,first  a small group of staffers interviews the candidates. then a second committee reviews all materials about the applicants  including those they submitted on their own behalf as well as interviewer feedback.,but that s not the only way analytics have shaped the process. google used to conduct many interviews before settling on a job candidate and making an offer. but through analytics  the company has determined that after four interviews  they don t achieve a much greater degree of confidence about whether the interviewee is a good fit for a position. as a result  they ve capped the number of interviews that they ll put a candidate through. data also have led google to conclude that speed is of the essence when it comes to hiring recent graduates.   answer question
2012-11-05 11:17:06.017,applied online. recruiter contacted me and scheduled 2 phone interviews  back to back . both technical  45 mins each. involved coding on google docs. 4 questions. related to arrays  bst  singly linked list  strings. i could come up with the algos for all 4 problems but did bad on writing the code on google doc. 1st guy was friendly. 2nd guy didnt talk at all  just asked me to write code and tell him once i am done.,signed nda. cannot give the exact questions. all my questions were based on edge case of data structures.   answer question
2012-09-18 23:07:44.64,process consisted of an initial talk with a recruiter to gather information about my interests  several phone interviews asking technical questions  and then several interviews with teams to find someone interested in me.,will honor my nda   answer question
2012-11-21 16:59:11.9,have two phone interviews  both went on well. then the recruiter moves to host match process. the recruiter told me for their work delay about 2   3 weeks  then i have to wait for 2   3 weeks. my recruiter was changed after 4   5 weeks since the host match process  but the new recruiter informed me 2 weeks later that they did not find a strong match  so i was rejected. the whole process starts smoothly  but the host match process is unbelievable.,i signed the nda  so i respect it here for the interview questions.   answer question
2012-08-20 16:51:13.963,there were 2 phone interviews  45 minutes each . the first guy was nice and helpful. asked about the cv. asked a technical question about a problem they had. wanted me to come up with possible solutions and type the code for them in any language i want using google doc. the second guy was very weird. he had a heavy accent and somehow sounded as if he had no idea about the things he asked ,the questions were straight forward. you don t have to be a genius to come up with a reasonable answer. however  you have to know the algorithm book like you know your name. not looking at it and not coding the algorithm at least once will be a total failure.   answer question
2012-07-12 22:28:46.293,i had two phone interviews with coding in google docs. all the questions for algorithms  data structures related and i had to code after i described the algorithm. after that i had host matching followed by the final offer letter,most difficult question was how would i design an algorithm to find the most frequently searched word in google search   3 answers
2012-05-10 12:16:57.247,it was my first interview and i made a lot of mistakes but i liked the process a lot more than what happened in other companies. they contacted me about a week after i submitted an online application and met with me in person on my campus. they contacted me 2 weeks after the interview to tell me that i was not hired  which i appreciate since a lot of companies don t tell you anything.,find the largest prefix common in a list of strings   answer question given list a and list b  output everything in list a that is not in list b   answer question
2012-06-10 20:02:47.5,it was no personal questions  just got right into algorithm questions. first 45 minute interview was harder than the second. i advise you to get general information about how computer networks work  being that google is a website they want all employees to know how they work.,how does the internet know how to pull up the right website when a user enters it.    gt  why does google show up when you type it every time.   answer question
2012-04-18 14:32:18.93,the interview consisted of two technical 45 minute phone calls  which is the same for every applying intern. the first interviewer was difficult to understand  talked softly  had an accent   but i did much better in this interview than the second. first he asked a general question about my computer science studies  then two big coding questions. i did not completely finish them but walked him through how i would finish them since i was pressed for time. the second interviewer was friendlier and easy to understand  but asked a very difficult coding question that took me the whole interview. he had to talk me through most of the problem and the code still wasn t completely done at the end. there is no specific way to prepare for these interviews  as anything relevant you learned in the past few years can be asked. i d suggest reviewing any data structures or algorithms you have had a hard time with in the past. also  come prepared with questions to ask the interviewer at the end.,write an algorithm to calculate the total number of paths possible from point  0  0  to point  m  n  in an m by n grid.  you cannot retrace a line you already made when forming a path.    6 answers
2012-12-07 09:52:11.667,i learned of summer internship opportunities at google through a panel at my school. after filling out the online application  which included nothing more than basic information like major  project interests  and unofficial transcripts  i was contacted by email by a recruiter to set up a series of two back to back phone interviews. these interviews were technical in nature. the first interview required me to design and describe algorithms but did not require any actual coding. there was also a more general design question about how i would go about adding a new feature to one of the company s products. the second interview required live coding in a shared document. after passing these technical interviews  i went into the host matching phase  where my information is placed into a database for the perusal of possible hosts. i was soon contacted by my recruiter  who told me that a host had selected me for a possible internship. my recruiter set up a phone interview with my host  who asked me a few technical questions  but he was satisfied with broad descriptions of general approaches rather than the more technical explanations required for my previous interviews. my recruiter then contacted me to inform me that i had passed the host matching interview and extended an offer for summer employment.,a question required me to design an implementation of an lru cache.   answer question
Date, Experience, Questions
2012-01-05 13:13:39.02,i got the interview by a friend s referral who is working at google. it was two back to back 45 minutes interviews. the difficulty of the questions from the two interviews are similar. the interviewers are nice and they try to guide you to reach the answer for their questions.,code an application that creates a new thread and exposes a  ping    method. whenever ping   is called  the thread prints  google rocks  once.   answer question
2012-01-29 12:41:30.573,i was contacted by a recruiter for a phone screen after submitting my resume online. like other posters have detailed  the phone screen consists of two back to back 45 minute interviews with google employees. interviewers were generally friendly. after passing the phone screen  the recruiter will send and email informing you that you will be matched with a group.,signed an nda which i ll respect.   answer question
2011-11-14 19:51:08.547,two back to back phone interviews writing code in google doc. all simple coding questions  nothing else. practice coding in google doc would be most helpful. forget about the fancy algorithms... second interviewer was awful. he kept asking for a better solution but wouldn t give any hint. he was clearly not interested in the interview. many times i asked a question and he was all silent  i had to ask again to get him to mumble something. it was as if he was watching a movie and i was bothering him.,eliminate replicates in a string   1 answer
2012-01-17 19:57:38.56,got an email for scheduling phone interviews. done with two phone interviews,implement  memcpy    in c   answer question
2014-04-29 12:23:25.173,contacted by an recruiter through email and scheduled an onsite interview,one question is regarding coding skills and one is regarding algorithm design. the later one is about graph and is difficult. didn t figure out the solution myself. the interviewer is nice and offered lots of hints.   answer question
2011-08-13 22:27:57.007,i received an email requesting a phone interview with 2 people at separate times but back to back. the email also contains two links to two google docs. this is where you type in your answers so the interviewer can see them. the types of questions they ask you is about algorithm and problem solving in general  but they go deeper and deeper once you have a solution. they d go with the  what if now...  questions. luckily i scored a third interview  and this was just like the other past two  over the phone and on a google doc. but i didn t get an offer after this.,given an array of numbers  there is one number that has a duplicate. how would you find the number    4 answers
2012-01-19 12:16:35.907,two back to back technical phone interviews give a problem and asked to write code to solve it one is to count all winning  x o  games the other is about checking time conflicts of events. interval overlaps ,design an algorithm to check if there are overlaps between a group of intervals   3 answers
2011-04-09 14:44:14.397,two back to back 45 minutes phone interviews. the interviewers were not native speakers  and it was a bit hard to understand their questions. first interview consisted of general questions about complexity of different algorithms. second interview asked to solve two problems and code them in language of choice first interviewer seemed happy with my answers. he even tried to help with hints. second interviewer was a bit grumpy and seemed disinterested in the interview. i solved both questions but did not give right complexity for the first problem. also my code must have looked a bit primitive since i used plain c to code. did not get the offer but don t think the questions were out of reach. it was a reasonable experience. advice  get a lot of sleep before interview. i haven t and by the second interview i was already drained,question related to fibonacci series   answer question question related to merging two arrays   answer question
2012-01-24 20:47:36.94,initially fit screening that is basically a hello. then a 2 part phone interview by two interviewers who were both very nice. however  just answering all the questions correctly does not mean you pass. questions range from easy to medium difficulty  started with graph theory  ended with prims ,if we had a list of n nodes  what are the maximum number of edges there can be for a directed acyclic graph    4 answers basically code prims algorithm   answer question
2012-12-19 18:43:17.62,contacted after applying online to fill out background information before having 2 phone interviews back to back. each interview lasted about an hour  and each included algorithm implementation questions or a brain teaser. also asked about projects i was working on at university  why i wanted to work there  and what i hoped to learn from the internship. process took about 2 weeks.,cannot go into detail as per nda  but expect to be questioned on algorithms and complexity   answer question
Date, Experience, Questions
2011-02-09 02:21:51.117,i have been asked of sending my cv by an employee  and i sent it in july 2010. in september a recruiter contacted me back and we started the interview process. the process itself is long and sometimes i had to wait 2 3 weeks between each interview and its outcome. they assign you a recruiter and she follows all the phases of the process  quickly answering to your questions and keeping you updated. the interviewers are very competent and friendly  if you don t know something they tend to help you  because they need to know how you reason and what is your background. the people seem overall excellent. the process is a bit lengthy but not unbearable.,compute all the intersections of two sets of segments in a line.   2 answers suppose you have a set objects  identified by a unique name. how do you store them so that you can retrieve them easily    1 answer given a set of cities  each with a given population  select randomly a city with a probability that is proportional to the population.   2 answers how do you process a set of log files if you don t have enough memory to do it    1 answer what is the output of the linux uptime command  what is the meaning of load average  how is the load average affected by smp    1 answer
2011-01-16 10:33:03.08,interview process consisted of three phone interviews  each with a different engineer. all the questions were engineering questions  ie no cultural fit or other types of questions like this. i had to choose 3 areas of interest  and submit a cv. based on that  and your interview performance  google decided whether you are a  good fit  for their intern program.,perform binary search on a sorted array  of which you don t know the size.   2 answers implement a fast exponentiation function   4 answers you are climbing a stair case. each time you can either make 1 step or 2 steps. the staircase has n steps. in how many distinct ways can you climb the staircase     8 answers how would you go about testing a distributed system such as gmail  before releasing it to the public. how would you simulate realistic server load     1 answer
2010-09-21 03:05:57.473,i gave my resume to recruiter from google i met at the europython 2010 conference. then he contacted me by mail to ask me what i like to do  and where i would like to work  and when i would be free for a phone interview. during the interview  i was asking to provide some gode on a google doc  and also reply on the fly to some technical question.,give the sizeof of the following struct   struct  char a b  int c      3 answers write a c procedure to reverse a string in place.   4 answers someone can go up on stairs from one or two steps  how many different there is to go up on a stairs with n steps.   5 answers what are the argument of the main function in c.   2 answers how to delete the file   f  with rm.   1 answer
2012-03-14 19:10:24.527,i applied through my uni s career center   later they contacted me telling me that they would like to schedule a phone interview   some software engineer called me all the way from zurich and it was pretty easy at first it wasnt intimidating at all   questions about my goals and personality more or less . after that she contacted me a week later telling me that they scheduled a technical interview through google docs online   that was pretty intense   questions were not easy at all and they would probably even weed out a good candidate if he is nervous enough . they offered me the job but i ended up declining it cause i had other plans.,write a function in which ever language you prefer that would give an automated solution for the game sudoko   answer question
2011-03-10 05:50:35.537,i had two phone interviews in the same day. first interviewer was nice  second had very heavy accent. couldn t understand half of the time what he was asking  but he was nice too. questions were pretty standard  data structures  algorithms  design patterns. i had to write code in google docs.,what s bst    answer question find if long string contains shorter one.   1 answer determine if bst is indeed bst and what s complexity of it    answer question design patterns. visitors pattern.   answer question how do you find out if there is a cycle in linked list.   3 answers
2010-05-10 08:45:35.487,i had two technical interviews over phone. the first interviewer asked me to solve two graph related problems  and the second one asked me about finding the intersection of two lists of integers  leading on to the case where the lists are too big to fit into the memory. i think i gave correct solutions  but botched on asymptotic running time of one of the graph problems.,there is a museum organized as nxn room. some rooms are locked and inaccessible. other rooms are open and some rooms have guards. guards can only move north  south  east and west  only through open rooms and only within the museum. for each room  find the shortest distance to a guard. what is the time complexity of your algorithm    3 answers there is an nxm grid containing a robot at  1  1  and a destination at  n  m . robot can move only up or right. some locations can have obstacles. find the number of unique paths from  1  1  to  n  m . what is the time complexity of your algorithm    9 answers you are given two sets of integers  sizes m and n with m  lt  n. perform inner equal join on these two sets  i.e.  find intersection of the two lists . how to perform it if both the lists are in files and the available memory is of size k  lt  m  lt  n.   1 answer
2011-03-24 12:48:41.487,this is my first phone interview  the process is very technical. it is two 45min  with 15 min rest time in the middle  and i have been asked questions about writing a tree related algorithm  describing basic operating system ideas. i can only remember this much.,operating system related question   1 answer
2010-05-09 13:18:26.587,i submitted my resume online  i got an email saying they would be interested in interviewing me. they scheduled two 45 minute interviews over a two hour period we were to use the phone and writely  aka google docs  oddly enough they referred to it as writely. the interviewers were both engineers  they called me but writely did not work so we spend 10 minutes during each interview trying to get it to work. they were both nice about it not working  no snide comments etc. we ended up using google talk  i would post my code and she her comments and or questions. they asked about my research  then a few softballs followed by one or two questions. the second interviewer also explained the google interviewing process  and what i should expect next. the questions were tricky  and i was not feeling confident afterwards. a few weeks later  i sent the recruiter an email asking for an update then she responded with another phone interview this time for a specific position  with a hiring manager  host . he called me  he described his project  which i had looked up when the recruiter told me the group. he also described the position  which i was a bit bleh about   he noticed that. we asked about my background then did a bit of role play   how would you do x  etc. i emailed the recruiter a synopsis of the interview as she had asked. a few weeks later  she said she was still trying to find me a good host at google.,build windows minesweeper. data structure  method to check state etc.   answer question find a loop in a linked list. how long is the loop    answer question
2010-01-31 19:56:44.53,i applied on the google website  a few days later got an email saying they wanted to two technical phone interviews. after those  there was a month period where i had to be matched up with a host. then just another interview with him  and i got the offer. they had come to my college  and i also handed my resume to a recruiter  not sure if that had anything to do with it at all.,write arraylist in java.   1 answer how would you implement a stack with the additional operation of getmin    8 answers
2010-02-08 19:36:56.417,at first i received a phone interview to discuss what sort of areas of software development i was interested in  a little bit about my background  why i thought i would be a good fit for google and also received a few questions regarding some common programming questions. this was then followed by a one on one phone interview with an engineer from google who asked me some general problem solving questions  such as how to implement a queue simply using two stacks and how to implement a highly efficient queue using two stacks and another question about calculating the max execution time of a program that had to fit into a certain size of memory on an embedded device.,how to implement a queue simply using two stacks and how to implement a highly efficient queue using two stacks.   7 answers calculating the max execution time of a program that had to fit into a certain size of memory on an embedded device.   2 answers
Date, Experience, Questions
2010-09-25 15:40:52.6,submit resume online. several months later  i was phone interviewed by 2 software engineerer. first interview consists of the overview of my resume and project expericence. then 2 technical questions are asked. no programming on google doc. second interview consists of 1 programming problem on google doc.,find the integer pairs in an integer array  so that they sum up to a specific number n.   6 answers
2010-01-19 13:57:47.053,two phone interviews on the same day. both were very technical. the first interview consisted of programming questions. the ultimate question was a bit manipulation problem  and i had to code it in google docs  while the interviewer could read my code. the second interview consisted of design questions. i was to design a software library  something about a histogram. it involved defining classes  subclasses  and methods.,design a software library to implement a histogram.   1 answer
