Date, Experience, Questions
2013-03-03 10:36:44.32,not very tough.. asked to write code. lots of discussion what i have done in last job. some questions from db.,when can you join    1 answer
2013-05-01 12:58:25.557,cleared all interviews but the offer letter came after 3 months.    ,write code to find if two linked lists have a common node.   answer question
2013-04-27 08:27:58.53,aptitude test followed by phone interview.,what s exalogic    answer question
2012-11-06 20:18:50.33,directly invited by hr via email and scheduled an on site three weeks later. the whole interview process works fine and as a potential employee  you would have more than enough opportunities to receive an offer from the company. i think they maintain a relatively strict invitation bar to limit school from which the candidate would graduate.,if there are 8 coins out of which 7 are of the same weight and the remaining one with slightly different weight then how to determine the odd coin in three  weightings  using spring balance. all the coins are of the same dimension there are 100 steps and an ice cube. there is a particular step and all the steps above it from where if the ice cube is thrown then the ice cube would break. what is the minimum number of tries required to determine that step.   answer question
2012-10-08 03:01:53.78,the first round in the recruitment process of oracle was the written test. it was an online written test. the test consisted of 6 sections  logical reasoning  aptitude  programming  english and a 5 minute quick test. i cannot recall the 6th section. in 5 minute quick test section the questions were like finding the incorrect number in the given sequence of numbers or finding the next number in the given sequence of numbers and so on. in programming section the questions were from data structure and database management. however  not a lot of weightage was given to this section  even a candidate who had performed well in the other sections but not so well in the programming section qualified for the next round. oracle shortlisted 40 students for the interview round. interview  round 1  personal interview in the interview i was asked some programming questions and some puzzles. some of the programming questions were  what is binary search  write down the code for the binary search for finding a number given a series of numbers. finding the power of a number. for example 2 3,most questions asked form cracktheinterview.com   answer question
2012-10-12 12:00:01.76,it was too easy on the campus. just questions on the resume.,it s fine  all are basic question   answer question
2012-09-19 21:41:05.07,got 30 mins phone screen from hiring manager  and asked me some question regarding to background. later on asked me couple of technical question  like algorithm  design pattern. the hiring manager invited me for onsite interview at that moment. but 2 days later. got reject mail from recruiter  really confused.,pragma exceptions in pl sql.   answer question
2012-09-16 13:44:51.387,was called for interview 13 yrs back . was asked silly pl sq questions. made a few mistakes about features no one uses. was asked about why oracle . said  coz its the company whose products i ve used the most.,some basic algorithms dbms and about training and projects   answer question
2012-09-14 22:55:06.85,it came to our campus for recruitment.first of all there was a written test of 2 hours which included aptitude questions and technical c data structure dbms . then there were two rounds of interview 1 tech 1 hr,most difficult question was from ds. it was based on avl trees.   answer question
2012-09-05 12:44:37.62,first online test  based on basic aptitude  quant  english and basic concepts of computer science dbms  dsa  oops  os second round was of technical interview. basic c cpp dbms questions were asked. emphasis was on project work done. third hr round.,No Question
Date, Experience, Questions
2012-08-26 03:37:10.63,three rounds of technical interview followed by hr,find a string in a file and replace with a given string   answer question
2012-08-25 11:13:44.883,there were 3 interviews   2 technical and 1 hr   all the interviewers were very friendly .,mostly the tough questions were from ds. it started from basics then it became more complex..   answer question
2012-09-02 02:22:40.913,first online test  basically aptitude  quant  data interpretation  english and basic concepts of computer science dbms  ds  oops  os  second round tech. interviews 1 1  mostly questions from area of interest and projects done  third hr interview.,given a huge string find out all the possible substrings that are palindromes . also find the length of the largest palindrome. also print the largest palindrome   answer question basics of oops and mysql   answer question
2012-10-15 08:45:00.037,shortlist on the basis of cgpa online test  three round of interview. each round is an elimination round.,mostly difficult questions are from the projects you have done.   answer question
2013-08-04 10:43:55.27,written test for one and half hour  including questions from quant  apti  flowchart  technical echnical  20 question trees binary trees  avl trees  red black trees  complexity c    java basics  dbms  apti  35 questions mathematical reasoning 10  aptitude 10  data retention questions 10  flowchart based questions 5  it apti  os  oops concepts  dbms basics  english  20 questions grammar  sentence completion  passage  interview process includes questions from data structure and project done in college,all the questions were basics that a software engineer fresher should know..   answer question
2013-02-22 02:08:04.257,campus interview  the first round was an online test which had sections on aptitude  verbal  programming  computer basics. the second round was a technical interview where basics from most of the computer science subjects were asked. the third was a hr round which was mostly conversational  situation based questions were asked. selection was based on points i guess  the results were announced later in the day.,actully in aptitude we dint expect java to be asked. so that was unexpected.   answer question
2012-08-11 12:52:14.393,the company came to our campus for campus selections. there were three rounds. first round was aptitude test. it comprised of many sections  like math aptitude  verbal aptitude  and dbms based que were asked. and there was another section where concepts on trees were asked. those que were in java. syntax in java was not checked. its just understndng the code. and que were moooosssstlyyy from previous que papers. you can get them from net very easily.. and some concepts in java were checked.. al d best guys.. plss go through all previous que papers.. it will b a lot of help.. in our college  aptitude test was taken on one day and after a week they came with shortlist of students and there was a technicl interview and hr interview.. again previous que will be helpfull.. mostly dbms and dsa will be focussed. and on ur resume. thry are very much intrested in java and dbms in interviews.. they were three rounds of technical interviews..,avl trees based questions   answer question
2012-08-12 10:05:49.58,it compised of 3 or 4 sections included almost everything from dbms os to trees ds and programming  apptitude,time management   answer question
2012-07-25 08:54:52.763,first an online aptitude test then they will shortlist the candidates for interview. aptitude is of 45 questions both quatitative technical and english. interview process is 2 step technical and hr.. all steps are elimination steps,implement cache manager   answer question
2013-04-29 05:31:19.083,a company which allows to grow you in every way be it professional  personnel. better working conditions and environment. you will get to know all the things in oracle. a company which is worth to join and it believes in long term association with the employee. cons     not a good pay master advice to senior management     management should think about the salary they are offering to their employee is not the industry std  that too in the city like bangalore,No Question
Date, Experience, Questions
2015-10-12 07:17:50.653,three levels of interview.. technical and management.. three different levels.. need to have a through understanding of what you know and what technologies you have no matter u know advanced frameworks. so be clear what you are clear with then you can crack the interview.,core java  and project details you worked with and puzzles   answer question
2012-02-13 11:20:05.863,the overall opinion about interview is like  they want to prove that you don t know anything and they are the master of masters . very poor approach and communication skills. the interview process organized very poor. they are looking for coder robot people. overall experience   negative.,what ide you have been using.   1 answer tell us about your background   answer question what is the difference between vector and arraylist   1 answer java generics   tell us from which version it was in the jdk and why to use them   1 answer the final keyword in java final method class etc   1 answer
2012-11-04 08:20:29.94,really bad. i have been waiting for over 8 months but zero progress,biggest challenge you faced.   answer question
2012-05-30 09:25:37.647,it was a general interview with questions like  1. what do you want to do 5 years down the line  2. what was the most challenging thing you faced in your earlier job  3. what did you do outside project work that was used by the project later ,btree structure   recursive functions with fork  and fibonacci algorithms.   1 answer
2011-11-18 06:05:21.973,previous work experiences  a technical quiz,can you start right away    1 answer can you program in this language    1 answer
2011-10-24 06:31:06.867,i was warned off by current employees friends that working at oracle was not a good thing at all,rdbms questions were also asked.   1 answer
2014-01-04 03:33:33.97,it was very easy. simple ds   os algorithm and java questions were asked.,design a game of tic tac toe   answer question
2012-05-08 14:53:39.573,recruiter called. called onsite. met with various teams. offer,how would you use a union in c    1 answer
2011-11-17 11:20:09.82,each department has their own style of interview. most departments spent most of the time explaining what the department does and the organization. there were very few personal questions. the former sun departments were much different. in those  i was asked technical questions  as well as questions about my background. for example  the solaris team asked many questions about c  operating systems  and relevant mathematics.,design java io library using inheritance and composition   answer question
2015-05-17 00:09:37.347,interview process was done at campus  3 technical round   1 hr 1  core java in depth question  like virtual method  dynamic invoke  classloader  inheritance versus composition when to use inheritance or composition  why overloading is static binding and overriding is dynamic binding  etc 2  programming puzzle 3  design use case on inheritance and same using composition.,No Question
Date, Experience, Questions
2014-06-27 23:14:54.713,the hiring process is always slow. often there is a huge gap between rounds of interviews as the process does not end in one day. background verification is very strict and will take a long time. and if you are selected  you will have to wait for very long before you can get your offer letter. make sure you stay connected with the hr or the manager who has hired you to follow up on the offer letter once selected. the interviews are mostly easy with questions on c and java basic concepts,none  questions are basic and theoritical   answer question
2014-01-15 01:32:53.337,hr interview of about 30min  followed by 2 1hr sessions with two engineers at a time  followed by a session with vp r d. hiring decision was within a day.,explain a project you ve done  with 30min of going into small details and making me improve it.   answer question
2012-05-18 11:17:21.717,overall good and not so intense experience  got an referral and finished up meeting the whole team in one day and got the offer.,why oracle   answer question
2011-02-24 13:28:55.307,written round   consisting of aptitude   basics of c dbms java 3 rounds of technical interview. pl sql programming logic and dbms logic. each round of technical interview went on for 1  hour face to face and one on one session. interviewer were very polite and friendly  will make you comfortable  will provide you enough time to answer. i was out in last round  the experience was great,cursors and procedures   1 answer
2011-12-17 05:47:18.123,1 telephone round   3 1 1 interviews   1 coding round   1 practice test,describe your best project done     answer question describe a situation when you had to take a tough decision     answer question
2012-02-03 22:01:29.89,interview was based on testing my abilities in java. rather than judging my java skills  they started judging my attitude and how i talk to people.,there is no question which i found as difficult.   answer question
2010-05-04 05:14:38.677,it was basically a very good experience. there were 4 rounds of interview. 2 technical and 2 managerial level which were also sort of technical   hr. in the first two rounds they asked about java  j2ee. also they asked some puzzles. so prepare well for java. they are checking your basics.,java basics. threading  access specifiers  inheritance  excpetions   answer question
2009-11-28 23:24:13.463,the interviews are more about the company providing information about their teams rather than judging the candidate. there were multiple interviews  each lasting about an hour and a quarter. the interviews were generally conducted by a manager or director  and sometimes had some technical component by an engineer. overall  they provided a good experience  with a lot of information about specific teams.,why did you select this particular team to interview with    answer question
2010-07-30 01:45:21.34,the interview was scheduled on a very short notice. it was ok. the technical panel was very sound and were getting hold to each of the mistakes in the explanation.,what were the previous projects that you worked on    answer question why was the particular technology chosen    answer question
2011-03-21 23:52:46.01,basic java and pl sql question. code writing skills  programming skils. on soft skills asked to explain current project design.,singleton pattern   1 answer pl sql procedures  cursors   answer question
Date, Experience, Questions
2009-05-10 13:11:33.207,it was quick and gone,are you looking for a job to change or are you laidoff   answer question why shall we hire you   answer question
2009-07-13 05:45:20.84,oracle came to my collage campus for hiring. the selection process consisted of 3 rounds of personal interview in technical domain and 1 personal interview in hr domain. first interview mainly consisted of puzzles and c basics. second interview consisted of data structures and algorithms  bst  stacks  queues  linked lists etc. . third interview round was based on coding skills  how well you can code in c . they were checking syntax and coding style. fourth and last hr interview was easy. interviewer asked about my background after looking my resume and that s it.,given a linked list. write a c program to reverse it.   3 answers
2012-08-01 04:50:02.873,you will be contacted by a recruiter and there will be several rounds of interviews   telephonic  video conferencing and personal. number of rounds of interviews  followed by a hr round. all oracle offers are approved in the us  so period between interview and offer will take a few weeks. you need to be patient.,am not a technical person   1 answer
2010-02-17 11:20:59.64,the interview started with behavioral questions. after that the interviewer asked me questions about my resume  what all i had done in the university i.e. academic projects. for the technical part the questions were mostly related to unix and pl sql. also i was asked basic java questions such as garbage collection  access speccifier etc. only the unix part was difficult rest of the interview was average.,how is garbage collection achieved in java.   answer question
2010-10-15 16:40:42.663,prepare  well before the interview.. nexpect nothing in return. put a spotlight on urself to see how bad u are at things.,temme abt ur project   1 answer
2009-05-21 14:33:54.36,   nice phone interview    not so tough but not so easy technical interview    mostly just checked if the basics are right    had a decent interview experience,how do you avoid a deadlock in your program    1 answer
2012-06-25 16:19:26.637,the 1 1 interviews were fun  and got a lot of team org cultures  got better insight on the team and product.,mostly behavior questions.   answer question
2009-03-30 07:53:34.15,the employer was very friendly and comforting during the interview. there were 4 5 1 1 interviews during the day  and each was about 30 minutes to an hour. it wasn t too technical as other software companies might be  it was more personal and casual. the culture was quite individual in that each one does their job without supervision on most days.,why did you choose oracle  vs. ms or google     answer question
