Date, Experience, Questions
2014-10-16 17:15:44.937,for summer internship. first stage of interview conducted on my college campus with a standard technical question  find the sum of scores of every sub array axb within array nxn. second stage was conducted in seattle  four interviews all 1 1 with breaks in between. some asked coding questions  other more conceptual problem solving questions but usually relating to job related tasks.,i was given a binary search tree problem  where you were to search the tree and determine if it was indeed a binary search tree. however  the interviewer ignored me the entire interview and proceeded to spend the entire time perusing yahoo groups  only glancing up a few times and to state at the end he wasn t satisfied with my solution.   answer question
2014-10-18 13:33:54.063,applied through on campus career fair had an on campus interview 2 3 weeks after the career fair heard back from recruiter in less than a week about the onsite interview scheduled onsite interview at 3 weeks later onsite interview consisted of 4 back to back interviews including 2 hour lunch interview interviewers were really nice people and felt like being cared a lot,questions were mostly about manipulating data structures. was largely asked about handling edge cases  and test plans   answer question
2014-11-14 10:03:16.653,meet with microsoft at my university s career fair and gave them a copy of my resume. i also went to a few other events they held in the next few weeks. eventually  they reached out to me to schedule a first round interview. the interview was on campus at our career center and was bout 45 minutes in length. my interviewer asked behavioral questions for about 15 minutes and then it was 30 minutes of coding challenges.,i was asked about a very specific improvement i made to any of my projects. the interviewer wanted some quantitative answer  which was unexpected.   answer question
2014-11-10 18:23:49.487,i participated a job fair at campus and received a notice to interview on campus after about 3 weeks. then i went to the on campus interview  which took about 30 minutes. after two weeks  a recruiter notified me that i passed and she was trying to arrange a on site interview for me. but after another two weeks  i was noticed the positions are full and would not be considered for the summer of 2015.,how to shuffle a deck of card. how to make it in place.   1 answer
2014-11-17 14:07:13.57,i talked to a recruiter at a career fair and submitted my resume online  and got contacted a month later. there was a preliminary interview with a standard coding question  and after that  i got invited to a day of interviews at microsoft  cambridge headquarters . there were 4 interviews  45 minutes each. two were coding challenges and two asked about my projects and what i liked most in cs what i would like to work on. they got back to me within 5 days with an offer.,given a grid of letters  and access to a dictionary function   create a function that will find all of the words in it. a word is made of adjacent letters  up  down  left  right  diagonal  and cannot reuse the same letter  same block on the grid . find its runtime.   1 answer
2015-08-14 09:33:42.817,applied through campus career fair. interview at campus 2 weeks later. we talked a lot about the projects i ve done and how i think about this position. time went so fast that we didn t not even have much time to do the coding question.,reverse a string   answer question
2015-09-01 13:41:06.163,on campus interview   on site interview   offer. on campus interview happened within one week of submitting resume. on site interview was scheduled within next 2 weeks and to be scheduled on one month later. got the offer about 1 2 weeks after the on site interview and had a period of 4 weeks to think about.,pretty straight forward question commonly seen on various interview books.   1 answer
2015-02-17 15:01:30.91,first gives a 5 min self introduction  then 10 min behavior question  ask a lot questions about project experience. some questions are  what was you toughest challenge    how do your improve your project   how do you manage your time    how do you work with your team  . then is 15 min coding question.,given a int  return the closest int of of it that is power of 2.   answer question
2015-06-24 16:29:46.653,it was very short during an on campus recruitment week. many students were applying and there were two men who were in charge of the software development interviews. neither smiled nor spoke english well. it was one of the worst interviews i ve ever experienced. when i tried answering the question and thought out loud  which i was taught to do   he remained silent and did not help me along.,say you were given a url with multiple occurrences of double periods. how would you replace all the double periods   ..   with a backslash          answer question
Date, Experience, Questions
2015-04-27 11:00:03.307,45 minutes interview asking some technical questions and few of personal questions. the process took about 45 minutes and 20 minutes for technical questions  25 minutes for other issues. the technical question asks you to write the answer on a white board  and choose which ever language you would like to use. after the technical question  you can ask questions to the interviewer for any particular things you would like to know.,sort an array of characters and count the number of appearance of each character.   1 answer
2014-09-10 16:16:16.247,talked to microsoft at the university career fair. the day before the interview there was a little session with the interviewers which was pretty helpful. had a 45 minute technical interview the next day on campus.,reverse the words in a sentence. for example   have a nice day  becomes  day nice a have    5 answers
2014-08-27 07:46:30.9,questions on data structures  algorithms  coding etc. some puzzles also. more than the solution the approach to solving a problem is important and talking your solution through convincingly. answers to coding questions must have test cases  exception handling  readable code with comments  and also be able to satisfy most input sets.,must be able to explain the thought process behind solution well.   answer question
2014-09-27 18:42:39.383,i submit my resume in microsoft campus recruiting and was invited for an interview. the interview lasts for 30 minutes and starts with some questions about my background. after that  the interviewer gave a coding problem which was quite simple. i was a little nervous since this was the first interview in my life. i solved the problem and wrote the code in c   in 20 minutes. normally  this kind of problem should not take more than ten minutes for me. i waited for a week and didn t hear anything back.,nothing unexpected  normal coding problem.   answer question
2014-11-17 16:36:27.913,i applied the software development engineer intern 2015 summer in our university career site before the recruiters came to our school on the career fair. after about one month  i got email from their recruiter saying that they would like to set up an in person interview at school. i selected the best time fit me. there are three sections in the first round interview. the first is talking about myself and my projects listed on my resume. then i had a coding problem about basic algorithm on paper. the last section is asking questions about microsoft. the interview process was pretty standard  and the whole interview last about 45 minutes.,the most difficult question  i would say  was the explanation of one technology that i listed on my resume  but i was not well prepared for.   1 answer
2014-11-19 18:21:51.747,i got an on campus interview and several weeks later  i got a on site opportunity. on campus  resume related questions  and one coding test  string related  on site interview  4 rounds resume related questions   coding coding question 1  anagram related coding question 2  os related coding question 3  bst related coding question 4  os related 2 days after on site  i got an offer.,some os related coding questions   answer question
2014-10-07 15:15:47.463,applied online. scheduled a on campus interview the following week. the interview went smoothly but i was not well prepared and was not in a good physical state. hr is somewhat responsive and helpful.,mainly algorithm questions and mathematical tricks   answer question
2014-10-04 23:32:17.153,i applied online in microsoft s official website for an internship position. i was contacted by a recruiter about one year for a full time position as a software development engineer. i was asked if i was interested to interview for the position. i was scheduled to interview two weeks later on campus at 11 00 am on friday. it was a 1 1 interview.,tell me about a project or job where your contribution made a huge impact on it.   1 answer
2014-10-02 06:02:39.783,i applied on university career fair and got an on campus interview in feb. i was told there is no available position in the team that i am interested. recruiter reached out for me in aug. after a phone interview  i got an on site interview. the whole process is smooth. they paid for everything. people are all very nice. i met with other interview peers at 111 building. they took us to the company store and to lunch. in the afternoon  there are 4 1 1 interviews with people from different groups. i heard back from the recruiter the next day.,nothing unexpected.   answer question
2015-03-25 06:58:46.993,i was brought in for an interview on my college campus. the interview was very short and strictly technical. i felt that the question i was asked was very simple and i heard that they asked the same question to all of the candidates they interviewed that day.,write a function to delete an element from a singly linked list.   answer question
Date, Experience, Questions
2015-06-12 16:01:19.503,i handed over my resume at a university career fair. i explicitly stated that  although i had taken one or two programming classes  i was not qualified for a developer role. i expressed interest in project management and spec writing. i arrived for my on campus interview to discover that it was the developer interview. i tried to explain the mix up to my interviewer  who didn t seem to understand or acknowledge my questions and just plowed ahead. it was a really awkward and uncomfortable experience.,the infamous  clock hands  question  how many times do the hour and minute hands of a clock overlap in a 24 hour period    answer question
2015-09-22 13:28:59.023,hit up the recruiter at on campus recruiting event  discussed my projects and resume  got invited to on campus interview after a week  the interview was 45 minutes  including a technical question and some design questions,parse an integer to string  do not use any built in funcition   answer question
2014-08-28 21:19:42.58,all day interview  even during the lunch. so be ready to answer questions while hungry. the day consist of four one on one interviews. the accent for some interviewers can be difficult to understand so be sure to ask questions to get clarification.,not all that difficult.   1 answer
2014-08-19 12:02:47.827,the recruiter had a quick chat with me before arranging for a technical interview for evaluating my problem solving algorithms programming skills. the technical interview was conducted over phone and collabedit. i was given a programming problem  to be solved in the language of my choice . i used javascript to write the solution. the interviewer pointed out the need for optimization and gave some hints. i quickly figured out a fairly optimized code. the interviewer didn t sound too impressed with my performance. as the problem was fairly simple  he probably expected me to write a perfectly optimized code on the first shot. in my opinion  i exhibited the ability to discuss and think through solutions  rather than being well versed in solving a certain class of problems. there is no telling what works.,nothing unexpected or particularly difficult. what is really hard is that the transparency is one way. you give your answers and you will never get to know what the interviewer was expecting to hear.   answer question
2014-08-01 18:02:57.683,this was a technical interview that i met with the person in his office. he was nice  greeted me and asked a few questions about what i did in my previous jobs. while solving the problem  he helped me with some small hints or questions. i felt more like brainstorming with a work friend rather than being interviewed  which was nice. in the end he thanked and told he is going to let the lead know and they are going to follow up with me with details.,given a database  where we know some portion of data  e.g. say 20   is accessed more than the other portion of the database by the client. we have a frontend that client requests data from. design a data structure that will increase the efficiency of access of objects. and we know that we can only hold on to n elements in memory.   3 answers
2015-03-26 18:04:23.843,intense  fun  challenging and also learnt a lot. they weren t sure what the project would be but wanted to make sure that i would commit and should the project go down  they assured me i would get transfered elsewhere. not very re assuring.,lots of brain teasers   1 answer
2014-07-09 10:15:52.16,this is a phone interview  and it is about 30 minutes long. there are some technical questions and basic data structure questions.then there is a question about the course project i have done and some extended topics.,i applied online and set me a 30 min on phone interview. there are two data structure questions and some other questions about course projects i have done.   1 answer
2014-07-06 15:52:33.377,i applied from college and set me a 30 min on campus interview. it is a one to one person interview. asked me to talk a database project. he gave me a pen and some scratch papers to tell the detail and asked me some basic sql questions.,just some basic questions nothing expected   answer question
2014-08-11 11:15:08.43,contacted by recruiter  whole process took about 1.5 month. after phone interview  recruiter told me i  ll have 3 rounds for onsite  but i actually got five rounds  each one for 1h... all interviewers are really nice people.,normal interview questions  not hard. 1. search element in rotated sorted array. 2 find top two biggest elements in array. 3. inorder tree traversal  implement iterator . 4. linkedlist operation...forget other questions  but they are all pretty easy.   answer question
2014-06-07 19:43:52.737,i attended a conference and noted down the presenter s email id as i was really impressed with the work they were doing. when looking for full time  i contacted the person for any openings in their team. fortunately  i heard back from them and got a phone screen schedule within one week. phone screen was easy and mainly focused on the projects i wrote in my resume and some algorithmic problems related with those projects. within one week  i heard back from them that i was through first round and need to come to seattle for face to face interview. they were really helpful in scheduling the interview according to my convenience. microsoft takes care of their their employees and potential employees as well in my case. wonderful and systematic scheduling. i landed in seattle. whole day was set aside for interviews  i had 5 in total including the famous 5th interview which is a positive sign as mentioned by many here. first interview  little variation on the level order traversal which i was able to code it with some help from the recruiter who was really nice. you will have to write the code on board so i would suggest do some  actual  coding preferably on some ide which shows only syntactical errors and runs the program. eclipse is sometimes too helpful which let s us forget minor mistakes. second round was a real life project problem related with quick ip lookup  for which i have default solution  tries. i told each and every pros and cons of using tries and the interviewer was satisfied. i stumbled a little while implementing it but eventually was able to do that with of course the help of interviewer. oh yeah one more thing each interview is approximately 45 mins to 60 mins long and lunch time discussion is also part of the recruiting process. so don t lose your head thinking that it s not part of the process. 3rd interview which included the lunch discussion as i mentioned above. i was not aware of it but since interviewer only discussed my projects on resume  i was happy to talk about them. but was really thinking why the lunch is so much work. later i realised when interviewer said  let s go back to the office and continue the discussion. this was the toughest round as interviewer went in to very specific details about my projects so one tip do remember some of the tools names  just to name drop them    4th round was a short one as the 3rd one went for one and half hours. this one was comparatively lighter and mainly focused on design problems. then came  the nerve wrecking wait as they told me to wait so that they all can discuss how i performed and decide on the last interview with the 2nd line manager. thankfully manager came soon and ask me to wait for 2nd line manager. that discussion was very informal sort as he was selling me microsoft and why i should come and work there. happy sign always      then i came back to my awesome hotel as i had my flight back same day in the evening. almost next day itself the hr contacted me and i missed her call. i really thought i did nt get through but thankfully hr called me back next day and told me i am through    only advice i can give you is  code    there is no way around it  if you want to work as sde you need to know algorithms and data structures   language is no issue but you must know how to implement it. at least able to discuss why to us and why not to use a particular data structure.,very detailed discussion on most interesting project in your career   answer question
Date, Experience, Questions
2014-08-03 09:43:26.683,i wen through the full interview process  from recruiter screen up to the full day in person interviews in bellevue  the position was for the dynamics ax platform . my initial technical screen was pretty standard  the question was determining if two strings were anagrams of each other. aside from this i was able to speak with the senior engineer who was interviewing my about the position and some pro s and con s which was really great. he provided some good insight for me. after the technical screen i was invited in for full day of interviews in bellevue. i flew out to seattle and stayed for 2 nights. the entire travel process was great  they covered everything and put me up in a nice hotel. the interview day was long  i had a series of interviews each testing different areas. all of the interviews were with senior engineers with 5   20 years experience. the first interview covered sql  i was given a schema and asked to point out any issues improvements and then write some queries. the next 2 covered cs based questions like algorithms  runtime analysis .. etc. next i had a lunch interview where i was able to talk with another engineer about his role and get a little more of a sense of the day to day life. finally i had one more algorithms based interview and that was the end. overall i found that the interview process was very well done and the hr staff at microsoft were really easy to deal with. when it comes to the atmosphere at microsoft it has a really corporate feel to it and truthfully it was not my top choice having been there but that s more of a personal preference.,given a number write a function to convert that number to a string that would be seen on a cheque. example  2376 becomes two thousand three hundred and seventy six.   answer question
2015-10-15 15:03:42.617,1   submit your resume . 2   your resume is reviewed by recluiting personnel 3   if you passed the reviewing process  you ll get a mail to notice about the interview . 4   you ll examined about your programming skill 5   if you have excellent programming skill  you can talk with engineer in microsoft 6   talk what you want to do in intern 7   enjoy,write function that calculate x y   answer question
2014-05-08 16:16:16.65,went through university recruitment. on campus interview. hr based. behavioral questions like how do you manage time. what do you know about microsoft hardware. why interested in this position. question about the courses i took.,a lot of question about my past project.   answer question
2014-05-04 00:05:37.997,the hiring process is very strict  strict and very strict. you have to pass all of questions from all interviewers before having an offer which alows you to work there. the positon might be cancelled after you got an offer. in that case  you need to got o another team.,passed all of questions   answer question
2014-06-24 02:59:16.97,1. given two tree. to judge one tree is another tree s subtree. 2. given a maze  2d matrix have some block at some position   start position and end position. to find a path. 3. given a binary tree. find the length of the path with maximum path sum  the path may start and end at any node.,too nervous to get a solution quickly and bug free.   1 answer
2015-02-08 18:37:19.67,what you d expect. 5 on site interviews  tons of coding questions. the questions themselves were not particularly difficult  but they dug very deep and if you used any shortcuts they would have you code the non shortcut.,reverse a string.   answer question
2015-02-06 03:14:14.38,recruiting agency contacted me for this job and i was interviewed on skype.it was 30 minutes interview which was technical.the manager asked few technical questions and it was kind of conference call on skype as other team members were also listening.,about mvc  encryption   1 answer
2014-04-30 11:09:48.77,phone screen  then technical screen and then onsite interview,lots of coding and design questions   answer question
2014-04-26 10:26:33.64,30 minute interview. discussed background and interests. the last 10 minutes or so were spent on a programming question and for any questions from candidate. given x  find largest y so that y 2   x.,the programming question because time was running out.   answer question
2014-04-17 15:42:53.193,interview question  1. why do you want to come to microsoft 2. among all the projects you have done  what is the most difficult one or the one that you are most proud of  what problems did you solve  3. given an array of random real numbers  find the sum of the subset with the maximum sum.,all of them are not very hard   1 answer
Date, Experience, Questions
2014-04-03 14:59:35.583,4 rounds of interviews. first to find a solution to a sudoku. second round is to give you a word and a 4   4 grid with each square is an character  you can go up  down  left  and right  to judge whether the word can be found in this grid. third round is to design an online shopping system. final round is to find all prime numbers from 1 to 1000.,the second round  give you a word and a 4   4 grid with each square is an character  you can go up  down  left  and right  to judge whether the word can be found in this grid.   1 answer
2015-02-07 13:56:01.013,applied on campus  heard back in 2 weeks. had final round interview at seattle headquarter. overall easy if practiced. brush up on sort a linked list. array  string  tree  graph  linked list  recursion  sorting  threads  locks  etc. prepare for behavioural interview as well. 1 on campus interview  3 onsite   lunch interview. they do not evaluate for lunch interview.,sort a linked list. array  string  tree  graph  linked list  recursion  sorting  threads  locks  etc.   answer question
2015-03-05 10:18:38.387,first round was incredibly easy  just describe how you would find a missing element in array of numbers in a range. i used a hashmap. be prepared for the on site interviews  they are incredibly tiring as there are 4 or so rounds  they take extremely good care of you so just be prepared for a long interview process.,check if something is an anagram of something else in c. only allowed usage of arrays and must remove special characters. implement to lower as part of the question.   1 answer
2014-03-29 05:33:44.657,questions were not asked clearly. he didn t care at all to clarify questions and even sounded rude on that  when i asked for further clarification  he just repeated the question  never tried to even rephrase it ,memory allocation   1 answer
2014-03-13 21:11:57.55,i got in contact through a fair at college. after i gave them my resume there  they reached out for a phone interview. the phone interview was relatively average. after the phone interview  they sent me an email saying i got past the phone round and they wanted me to go to redmond  but they had no positions available anymore  so i could try again next year and bypass the phone round. the next year i went to redmond and toured campus and interviewed with 4 or 5 people. each asked different questions. two of the interviews were technical and the rest were just discussion.,they asked my to create a minesweeper game.   answer question
2014-02-13 08:04:11.79,applied online and after a month or so heard back and was invited to attend a back to back interview on campus  one with a recruiter  one with an engineer. both were really pleasant  the engineering interview was a simple programming task done on a laptop  write a function which given a string will return if it contains correctly matched open and closed parentheses. expanded to include other types of brackets and return if all were correctly matched. i heard back very quickly informing me i had made it through to the final round on site assessment day. couldn t make the first couple of interview dates offered so was eventually invited to travel to redmond for an interview day at the main offices. organizing travel was very easy and everyone involved was incredibly helpful. on the day  arrived at building 111 for mid morning. was guided around campus and taken to the commons for a free lunch. we visited the visitors center and the company store and were invited to buy up to  120 of discount merch. we then returned to 111 for the interviews. we were each allocated a division we d be interviewing for  this was not shared before the first interview . we were each interviewed by four interviewers who asked a variety of question covering fundamentals of computer science and some advanced material. we had a ten minute gap between each interview in which the examiners compared notes before we were launched into the next one. asked technical questions on a number of topics  sorting algorithms and their time and space complexities  binary trees and binary search trees  low level computer scheduling and atomicity of operations  and an abstract data type question. i ve provided examples of a small number of questions below. these were mixed in among other behavioral questions  attitudes  what do you do for fun  what s important when implementing software  how to interact with team members etc. it was generally very broad with lots of interesting questions  i wouldn t say especially hard but thats all relative... if you know the field and are well prepared you shouldn t find anything too tough... don t worry about making mistakes  i know i sure made a couple  the key is checking back over your solutions as you go  work with test cases and when you identify a shortcoming  work out how you can fix it. talk out loud  they don t care if you get stuck in a circle as long as they can see your thought process and why it s happening. if you ve overlooked something they will happily drop a hint and see if you can rectify. my biggest tip would be friendly and relaxed  make it more of a conversation than a rigid interview. i almost got the feeling they were more interested in my personality than what i wrote on the board  so make it easy for them to like you  at the end of the day the big question they re asking themselves is   would i like to work alongside this person   not just  can he do the work . overall  my interview was incredibly positive  everyone was super friendly and did their best to make you feel comfortable and relaxed. the company was very generous with arranging travel  accommodation etc and first and foremost microsoft seemed an incredible place to work. go for it  give it your best shot  what is there to lose ,given a binary tree  write a function which will check if it s a binary search tree   1 answer given a node of a binary search tree  return the node immediately bigger than it. convert this from recursive to iterative. what s the difference between the two    1 answer you are working for a new ancestry.com style website  what data structure would you use to hold the relationships  why  are there any alternatives  what programming language would you use  why  would scale of website and development time impact your choices    answer question
2014-07-29 15:23:08.167,at the university job fair  i talked to a recruiter  who was impressed by my resume. he assured me he would recommend me for the position. a few days later  i got an email from the campus recruiter that i had been selected for the first round of interviews. the next step after my successful first round was to be interviewed on campus  but that was delayed  see later .,given an array of integers  define an algorithm that deduces whether a given sum can be attained by adding two numbers in the array without using data structures.   1 answer
2014-03-04 11:47:59.56,on campus interview first  and then flew to redmond for an on site interview,a huge graphics related recursive question. i had to think about each base case very carefully.   answer question
2014-04-08 15:15:07.827,the interview was on campus. the interviewer was nice and easy. he asked a few really short behavioral questions and then went to the programming question. there was only one programming question which was to write a simple fizz buzz program  in any programming language. i chose c. he then asked where in the code could go wrong.,where in a c program could go wrong   1 answer
2015-08-21 11:33:33.49,had a phone interview where they generally screen if i was a better for for sdet  sde  or pm. after a month so i was told that i got to the next round. they flew me out to seattle for a super day. there i had four technical interviews.,there is a pattern in an array  i.e. incrementing by two  fibonacci numbers  increment by just one   but one of the increments in the pattern is wrong. how do you figure between which two numbers the pattern is different  example   1  3  5  6  8  10  12     amp amp amp gt  how dod you figure out that the patter fails between the second and third index in the array.   1 answer
Date, Experience, Questions
2014-02-14 15:18:08.027,submitted my resume at on campus recruit for any projects related to user experience. heard back in 2 weeks for a software developer position. phone interview in the following week.,1 design your own alarm clock. 2  if you re manufacturing a keyboard  how would you make it and what would you change  how would you check the final quality of the product  3  you have three baskets. the first one only has apples  the second only has oranges  and the third one is mixed. to determine which basket has which fruits just by picking up one fruit from only one basket  from which should you pick up the fruit  explain  4  what is your primary programming  5  which one do you prefer  cpp or java  5  other basic resume based questions   answer question
2014-02-12 00:49:06.05,i applied for the internship program through my university recruiting process. the first interview took place on campus. it was about an hour long and pretty straightforward. after about a month i got an email asking me to fly to redmond for a day of onsite interviews. i gladly flew to redmond. treatment and process was really good. everything went smoothly and they even gave money to spend on food and exploring seattle. as for the actual interviews there were 4 back to back interviews. the first 3 were more based on coding on a white board and typical behavioral questions. the 4th one was a design based interview. overall the interviews weren t too hard  but sadly i didn t prepare enough for them.,implement dijkstra s algorithm. i knew the algorithm but messed up on coding it.   answer question
2015-03-26 23:21:48.187,interview process is very smooth. starting from on campus interviews to on site interview. the logistics provided by microsoft are awesome  stay  food  tickets  coupons etc. it was a good experience and learning. the interview is not difficult but one must present accurate answers and should not miss corner cases.,given a linked list change swap each sequential pair of two elements.   answer question queue implementation with fixed array size   answer question given an array  find median element   answer question
2014-09-30 15:31:53.83,it took very long time. attended career fair in sep 2013 and have a on campus interview in mid oct  but no information coming after until feb 2014. the on site interview took about 4 hours  and one of us 10 people can be selected and unfortunately i am not the one. by the way  they provided nice food and the whole process is quite cool. you know  it s microsoft.,typical one  find a b c from 3 arrays.   answer question
2014-02-17 18:19:55.0,applied at campus career fair. contacted one day later. on campus interview. discussed project experience. asked to solve a simple technical problem.,how to eliminate duplicates in a string.   answer question
2013-12-21 15:40:07.907,first went through university recruiting. on campus interview had one tech question  check if you have a valid combination of              . second round  aka final round was on site in seattle. each has a 45 min duration and you have a 15 minutes break in between 4 interviews in this round. first one  given the pointer to a head node that contains 2 pointers pointing to any other 2 nodes like a simplified graph   you need to make a deep copy of this graph. second one  check if a bst is a valid bst third one  given a list of stock prices  you need to find the date when you buy and sell the stock so that your profit is max fourth one  you have a stream  you need to check if the stream contains a specific string in it. the stream can tell you if it is eof. you cannot use any stl  you need to write strlen if you need it  you need to write issubstring if you want to use it.,the first and the last one are fairly complicated. mainly because the first one you need to dfs bfs the graph and then use a hashmap to prevent re creating existing nodes. the second is such a test for your pointer arithmetic and manipulation................   answer question
2014-09-18 17:05:52.573,one on one interview  asked about background  what role i wanted  questioned me if i understood the role  pm . asked about some past projects and then to design a home temperature control system. seemed to want some aspects explained but would not elaborate on exactly what he wanted to hear.,design a home temperature control system.   answer question
2014-11-15 21:04:36.34,i applied last october  had an on campus interview a couple weeks later  then they flew me up to seattle beginning of january. i was surprised how long the interview process took. the first interview was short  30 45 minutes. the final round of interviews took most of the day. there were 3 interviews however the number can range from 2 5 depending on who scheduled them for you   each lasting maybe an hour  maybe more. they told me the following week that i didn t get the job. the questions ranged from difficult to easy. it never felt like a grueling test  it felt more like a conversation about algorithms. unfortunately  on the harder questions  i was the person who didn t know the topic too well.,i cannot say due to confidentiality agreements.   answer question
2015-05-15 21:29:14.81,phone interview  followed by on campus interview. real meat is in the on location interview though. essentially  from 8 5 i met with various current employees of different ranks in the team i was going to work with. questions were either standard conversation fair  probing the depths of your understanding of certain problems  standard algorithm focused coding interviews  and even some pure brainteaser questions.,i mentioned i had done the ai for a video game. i told them i used a  for pathfinding  but when they probed me on it i admitted i used a library implementation  and didn t understand the algorithm in detail. i was then tasked with trying to derive it  knowing that it essentially boils down to dijkstra s shortest path algorithm   a bias.   1 answer
2015-09-08 13:21:53.56,5 rounds of interview in a single day related to algo  ds and design questions. first round was held at university campus and rest were held 1 1 at their california office. it was really great experience as i got chance to talk to really smart people.,related to strings  tree and graph. can  039 t disclose exact questions due to company policy.   answer question
Date, Experience, Questions
2015-09-26 14:26:18.76,phone interview initially. the interview started off with behavioral questions and then progressed to analytical ones. i was then flown out for a full day of interviews. this included three interviews. i was interviewing with a group of other potential interviewees. they had us all in the same building. we were aware of what teams we were interviewing for as well.,q  something along the lines of  amp  034 design a vending machine amp  034  and then  amp  034 design a vending machine that will be used for organic products. amp  034    answer question
2014-01-07 16:24:10.983,met through an on campus recruiter. they emailed me a couple weeks later and set up a phone interview. interview consisted of questions about prior projects  technical questions  logic questions and some general questions about myself.,pretty general questions  nothing too surprising most of the logic questions i had seen before.   answer question
2013-12-17 00:44:13.027,after i submitted my resume online  i got a campus interview after two days. i was invited to a room and talked about my projects and why microsoft. then the interviewer asked me a question that how to delete the number that has shown up before in an array without sorting. i designed an algorithm with double loop which is not good enough for this question. hashtable is better for this  so i didn t get any response after this campus interview.,how to delete the number that has shown up before in an array without sorting.   1 answer
2013-12-13 12:47:10.477,campus career fair asking what s your biggest passion as a software engineer  answered game design. 2nd round campus interview note says would ask coding and require coding during interview. so i prepare heavily on coding and met a hr who s not a sde at all. ask some normal behavioral questions.,what s your biggest passion as a software engineer    answer question
2013-12-18 01:43:22.713,microsoft came to the job fair at my university  where i was able to talk to one of the engineer  and submitted my resume. the university recruiter responsible for my university sent me an email a few days later  inviting me to the on campus interview. the 1st round of on campus interview was not difficult. i was asked to merge 2 sorted linked lists. since i finished it quickly  i get to ask a lot of questions. around 2 weeks after the 1st interview  i got an email from the university recruiter that i passed the 1st round. another recruiter from redmond would get in touch with me. after another 2 weeks  i got an email inviting me to interview on site. it was difficult to schedule the interview at a time that suits me    there were several recruiters  several schedulers  you know  big corporation. but they do try to accommodate my requests and we finally managed to find a date that makes everyone happy. the interview day started very early. we were asked to wait in our hotel lobby at 6 45 am. the van left at 7 00 am. the recruiter met us in the lobby of the building at 7 30. she gave a presentation about microsoft  the interview schedule  etc. and we started to interview with the engineers at 8 00. there were 4 rounds of interviews  45 minutes each  with 15 minutes break in between. afterwards  the whole group went to have lunch together. when we came back  the recruiter talked to us one by one  informing us about the results right away.,typical interview questions that everyone is familiar with.   answer question
2013-12-17 14:51:04.47,i applied online after a recruiter contacted me via linked in. about a week later  they set up a phone interview. it was from hr person. the questions were quite simple.,nothing difficult or unexpected.   answer question
2013-12-10 19:03:23.16,scheduled online and it lasted about 30 minutes. questions all about microsoft products  etc. at the end  the hr lady asked me to solve a sorting algorithm  not in any specific language.,how would you like to design a washing machine  which is your favorite microsoft product    answer question
2013-12-16 15:03:50.793,coding questions are not difficult at all.,the most difficult question is a brain teaser.   answer question
2013-12-10 11:12:01.407,i applied online on my college job portal and got a mail from the recruiter 3 weeks later asking me to schedule a 30 mins on campus interview. the interviewer was very friendly and asked a lot of questions from my resume and prev work experiences. after that she asked me to design an employee feedback application that would record the employee s goals  achievements and the manager would review it. i was asked to come up with design pattern for this problem and think of all possible test cases. it was a very open ended question so i wasn t sure i covered all. nevertheless got a call after 15 days asking me to come onsite. i had 4 1 1 technical rounds on site. all the interviewers were very friendly. they gave us a tour of the campus and took us to the store. they really treat the candidates well and gave us pretty awesome coupons to be used at the store. the interviews were a mixture of coding  design  behavioural  puzzles and resume questions. a lot of distributed network questions were asked. it is good to have an all rounded preparation. don t just concentrate on data structures and oops. some of the questions were   how would you design the swimming pool for a resort in mexico    what data structure would you use for a website like ancestry.com and how and why.  had to write code for this  you have a website that displays the stock prices of every company everyday with trends. how would you test the accuracy of data displayed in the website    you have billions of strings sorted in an array. you don t have any access to it. you just have a method that returns the string pertaining to a index. use only that method to find the location of a given string  i started out at 0 n 2  and kept on improving to o logn  after that  they gave me the results very next day. that was pretty nice of them., you have billions of strings sorted in an array. you don t have any access to it. you just have a method that returns the string pertaining to a index. use only that method to find the location of a given string  i started out at 0 n 2  and kept on improving to o logn    2 answers
2013-11-29 12:30:56.333,screening  1 phone interview  1 in person interview main  3 4 interviews depending on your performance the process is fast  the best part is they tell you the result on the same day,find median of 1 million entries   answer question
Date, Experience, Questions
2013-11-30 01:12:16.323,two rounds of interviews on campus at my school  followed by on site interviews. on site interviews were in a large group of students  with two interviews back to back followed by lunch. everyone received decisions after lunch. overall things were pretty smooth. i heard back quickly after each round of interviews  and microsoft paid for all expenses while traveling there for the on site round. definitely one of the smoother experiences i ve had. the only downside is they don t have access to any feedback when giving your result  which means they can t even tell you how long until you can reapply  because it depends on how close you were to hire no hire   so you ll have to email your recruiter separately and hope for a response.,almost entirely data structures and algorithms questions. nothing overly atypical. surprisingly  didn t even get the  why do you want to work at microsoft   question that i ve heard is really common. almost every interviewer asked a generic  what s a difficult problem you ve worked on     answer question
