Date, Experience, Questions
2015-01-14 10:49:13.11,i was contacted by a recruiter  i came onsite for an initial screen. i thought the interviewer was very nice  and the question was reasonable. however  the frustrating part for me was that for the given question  there were a few different ways to solve it. from my perspective  it seemed that the approach i used to solve the question was not what the interviewer had in mind. i understand that you should listen to an interviewer when they interrupt you or give you hints  but to me it seemed like the  hints  were basically from the perspective of  you re not solving this the way i would solve it  even though both of our solutions are o n  . the result was that i was basically having to write out a problem on a white board and constantly have my train of thought interrupted. the interruptions were unnecessary  and i had to clarify to the interviewer that my intent would indeed work. example interruption  interviewer   that array index is giving you the same result as the other value  me   no  that s a different variable name  interviewer   oh  oops. continue  or interviewer   wait  why are you replacing the for loop with a while loop   me   because i want to be able to manipulate the cursor directly  interviewer   oh  ok. continue  in the above statement  it s clear that the usual method of solving the problem did not involve a while loop  but it could be done to solve the problem . after my solution  the interviewer explained the most straightforward solution to the problem which basically leveraged the constraints of the problem itself  and after seeing that then of course the problem was trivial to implement. so to me  it seemed like the question was more of a riddle than a coding exercise  which i believe to be a bad interview question  and at my current company it s accepted as the worst type of interview question. it was rather embarrassing for me to be turned down  especially on just the initial screen  but another qualm i had was that screens are generally meant to filter out candidates that can t code at all  not candidates who are questionable in their skills  from my perspective my skills aren t questionable  but clearly i did not give my best performance in this screen . to me it felt as though the interviewer in this case did not have much experience. while i was answering the questions that were given to me  i was having to explain a few quirks to the python language that the interviewer clearly did not know i.e.  oh  i didn t know you could compare dictionaries like that . for that to be said  i can only infer that the only thing this interviewer was looking for is if i answer the question that was given to me in the exact way they wanted it solved.,basically an array manipulation problem   answer question
2015-04-10 15:46:07.06,did not apply. recruiter approached me via linkedin. gave me 3 weeks to prepare. later a recent college grad from whatsapp team approached me for a coding interview. the interview question was simple.,reverse a singly linked list   1 answer
2015-02-20 20:20:14.377,i m talking about the on site interview. the process began with a checkin and confirmation. then there was a 40 minutes technical interview. it was not that hard but i didn t make it. after that  we enjoyed the lunch with the recruiter at the dining hall and it ends with an amazing tour in the fb campus.,given a list of numbers  find the consecutive sequence of numbers whose sums equal to a target number.   5 answers
2015-03-19 13:58:55.46,i was interviewed by a technical person who is working on my interest area. and after some basic information emails  i was appointmented at a thursday. they are using some web coding pages  then i joined that chat  the interviewer showed me a problem of coding. that problem was about tree  i didn t have much experience on trees so i asked him to change for some other questions. finally i got an array question  but i didn t answer it wisely. thus i got the rejection just the next day  their response time is really short.,given a sorted array  find the emergence of given number.   1 answer
Date, Experience, Questions
2015-03-19 13:58:55.46,i was interviewed by a technical person who is working on my interest area. and after some basic information emails  i was appointmented at a thursday. they are using some web coding pages  then i joined that chat  the interviewer showed me a problem of coding. that problem was about tree  i didn t have much experience on trees so i asked him to change for some other questions. finally i got an array question  but i didn t answer it wisely. thus i got the rejection just the next day  their response time is really short.,given a sorted array  find the emergence of given number.   1 answer
2015-02-13 12:48:28.53,i applied through a referral  1 skype interview  2 were scheduled but i didn t make it past the first one . the interviewer briefly introduced himself and asked me a coding question straight away. i chose to use java. no behavioral questions  just 1 coding question. contrary to what most people have said  i got an interviewer who wasn t very friendly. he was there to do his job. plain and simple.,before i get to the question i just want to say that the interviewer had a very thick accent  i m an international candidate  btw   and that made it really difficult for me to understand what he wanted me to do. this isn t me being bitter. i m saying this so that i present a very honest opinion about my interview. that being said  the question wasn t something that can be found online or in most books  i was given 2 functions string recv   and string readline     both these do not take arguments . recv   generates some string  example  123 n45 n6789  . readline   should read the string being returned by recv   and print all characters until the first  n. after that it should read the recv   string again and print the next characters until the 2nd  n. example  recv     123 n45 n6789  readline     123    first call of readline readline     45     second call of readline however  the next sequence now doesn t have a  n. so  once the end of the string is hit  the readline   function must call recv   again  and append all characters until it reads a  n. continuing the above example  readline   6789abcde   third call of readline recv    abc    still no  n...so you must call recv   again recv    de n  the commented sections are my explanations  the interviewer didn t give any such things . i ve explained the problem as clearly as i can. unfortunately  the interviewer kept overwriting his examples  and  i have to emphasize this  his accent made it really hard to understand just what he wanted out of this program.   1 answer
2015-01-22 00:56:41.22,facebook recruiter got in touch with me. had a phone conversation with her. she setup a phone screen within a week. used collabedit for coding. two questions. got a reply back within a week. setup on site for the next week. 1 behavioral  lunch  2 coding  1 system design. the questions i got were weren t super difficult except for the system design question  how will you design the social graph with class  interfaces  etc . other questions were  implement pow  convert from decimal to roman and vice versa  binary tree serialization and deserialization  implement concurrent read write buffer. for the system design question  the interviewer was very helpful and provided hints when i got stuck.,how will you design the social graph   answer question
2015-01-30 19:23:21.667,i was contacted by email by two recrutiers  they were very nice and atentive giving material to help with my doubts. it would be 2 or 3 rounds of phone interviews before the result  but i was out in the first. my interviwer was pretty cool  nice and really sincere.,if you would change something in facebook  what would it be    1 answer
2015-01-11 08:49:07.387,reached out to by recruiter  had phone chat with her. she set up two technical phone screens  followed by 4 technical onsite interviews. had a chance to talk to some really experienced engineers and everyone was really friendly during the interview process.,questions   print all paths in a binary tree   function to find the square root of a number   pretty print json object   how would you design home feed    simple regex matcher   3 answers
2015-01-29 18:29:49.17,i applied through an internal referral. the process took about one week. a recruiter contacted me via email. at the interview  an engineer called me via phone. he was in bad mood. he asked me why facebook and was not satisfied with my answer at all. he interrupted me a lot during the whole interview.,why facebook   answer question
2015-01-25 11:12:06.263,applied through university career fair. received a call within a week  and scheduled an interview a week later. was asked a question on graphs. the interview experience was pleasant. the interviewer gave me time to think. the interview went on for 45 minutes. the process was smooth. received a reject email a week later.,it was not especially difficult.   answer question
2015-01-19 09:09:54.603,contacted a technical recruiter who helped set up a technical phone interview with an engineer. the phone interview last 45 minutes with a typical algorithm optimization problem. the engineer works with me to come up with a better version of my brute force solution which was great and the whole process was very educational as well.,i didn t have enough time to research on the question but if you search around on this site and google  you should be able to cover most of the basic questions that were asked.   answer question
2015-01-18 06:39:44.303,they called me via skype  we had a normal conversation about my interest and they asked me about my knowledge for the projects that facebook are working on. then they give me the oportunity to ask anything about facebook.,there was no technical questions   answer question
2015-01-21 04:17:22.477,firstly  i applied for fb position online and then an hr contacted me to appoint a time to chat. the chat with hr including  1. what the basic interview process. 2. what the basic hiring process if get offer 3. free chat to understand my background then one day later i received mail to determine a skype screen date. the interview through skype 1. firstly self introduction and ice breaker. 2. 2 coding execises the execises is similar with that in leetcode that of easy medium level,the difficulty is to be calm down and devote yourself to think about the questions. don t try to recall some problems that you ve resolved  it may waste your time.   answer question
Date, Experience, Questions
2015-01-12 14:04:55.83,hr was pretty fast to arrange phone screenings and on site interviews. pretty nice atmosphere in fb and people seemed to enjoy fb life. 4 sessions of interviews during on site. most about algorithm and system design,system design problem   answer question
2015-03-18 22:17:53.907,i applied online to the facebook website in january. facebook was really  absurdly fast for me. for the online application  they responded in about a week  and i scheduled the interview in the next week. after two phone interviews  they emailed me back in the same day. the interviewers were programmers  and they made me feel very comfortable. with other companies  i sometimes would get interviewers who knew nothing about programming  and it made it hard for me to talk about my projects without accidentally going into too much depth or jargon that they likely wouldn t understand. it was really comfortable talking with the facebook interviewers  and it was easy to ask questions at the end because i knew they d know about stuff like the oculus or what programming life was like there. like many others have said  i would highly recommend cracking the coding interview. the questions were relatively easy  and two of them were ones i already saw on this site. my interviewers really liked that i spoke all of my thoughts out loud while i was programming.,you have two words and would like to find the  minimum edit distance  between them. edit distance is defined as the number of operations with  adding a letter  subtracting a letter  and replacing a letter. make a function that finds the minimum edit distance.   1 answer
2015-01-07 15:35:23.937,got back to hear within a day of onsite interview. they flew me to menlo park. the interviewer was late to the interview and was unprepared. he asked me a linked list question  reverse a linked list  and then he asked me to print out level order tree.,preorder traversal   answer question
2015-01-12 20:04:59.847,got contacted by a recruiter through linkedin. told him i m not currently looking for a job  but since facebook seems like a great opportunity  i ll interview. the interview had a rather easy question  but i had a problem quickly writing code on the whiteboard   something that i ve hard ever done in my programming career. nor do i have a lot of interview experience in the us. which i did warn them about. still got a reply later saying i failed because of  coding performance . whatever that means. as if they are looking for professional interviewees rather that computer programmers. whole process felt like a waste of time.,some trivial question on breadth first graph traversal.   answer question
2015-01-08 21:09:38.803,applied through an employee referral. failed on a phone screening. the interviewer spoke extremely fast. in addition  there was a strong reverberation  looks like she spoke in a big room  on a line. as a result  i mostly guessed her questions. even when i asked to repeat a question a few times she didn t change anything in her speech. i ve had phone interviews before and they were good enough. but this one was a hell. besides a few usual questions about previous experience and a reason for changing a job  there were only 2 technical questions  both about complexity of algorithms  o notations   i.e. quite useless  in other words. i think i answered them correctly  anyway it makes no sense to remember them . it took about 20 minutes. overall  it was terrible experience. the worst thing  i failed it not due to lack of some technical skills but just because of communication issues. i have a lot of java experience  they had open positions for that  and some other modern tools and technologies  as well as i m opened for learning new technologies. but  unfortunately  i haven t had any chance to demonstrate it on any technical phone interviews. never again.,had no chance for such question. only useless questions about complexity of algorithms  every developer understands when data structure a is faster than b for insert   or delete   or search .   answer question
2015-06-13 18:42:48.207,i was contacted by a recruiter via email and had a phone chat with him. the recruiting team sent the interview confirmation email to my other email id which i ve not shared anywhere. when i was wondering where they got that email id from i realized i had a facebook dummy account with different name and that email id associated with. it s creepy how the recruiter had that email address when facebook assures us that recruiters are not given access to that kind of internal data. anyway  i missed the interview because of this and when i contacted the recruiter  he said they had a different email address in their records and didn t schedule another one and never responded to my emails. overall  in my opinion  they were very unprofessional and creepy.,i received two questions. the first was print out all possible strings that a phone number can produce. for instance  2   gt  a b c and 3   gt  d e f. so if the input is 23  then the output should be  ad  ae  af  bd  etc..  the second question was if you had multiple points  x y   find the n closest points to the origin  0 0 .   5 answers
2015-01-15 16:32:51.137,i applied online and heard back the next day. they gave me study material and resources to prepare for a phone interview. the phone interview is tough. the level of difficulty is not bad but the pressure of being on the phone and having to code in a short period of time may cloud your mind.,string manipulation  giving a string input  containing comments  implement a method to output the given string excluding the comments.   2 answers
2015-01-19 12:35:58.923,i was contacted by facebook recruiter. the entire process was efficient and quick. after the initial phone call with the recruiter  i received an email with details about interview process and how to prepare for technical interview in general  which i think it was pretty nice. i was scheduled for the phone interview one week after. the phone interview includes behavior questions and online coding and it took about 45 minutes. it started with typical introduction and then i was asked to talk about one of the works projects listed on my resume and why i would pick to talk about that particular one. the interviewer didn t seem to impress about the project i picked to talk about. there were a couple of behavior questions  i.e. conflict resolution etc . then the longest part of the phone interview was a coding question. you can pick any language you d like  which is a plus. the coding question was not difficult  but clearly not an easy one  requires some thoughts. be prepared to provide test cases. i had it working but not covering many edge cases. at the end  you can ask the interviewer any question  which i did. it sounded like the interviewer didn t seem to be excited about the current work  but kind enough to give me details about the challenging parts and current interesting problems the interviewer has been working on. i heard back the interview result from the recruiter exactly one week after.,trie data structure   answer question
2015-01-29 06:29:37.647,applied through referral. 45 minutes telephone interview. the interviewer was very nice. she guided me through the interview process and gave me 5 minutes to ask any questions. two coding questions which are easy. one question is about trie and the other is about binary search.,no nda signed  so here s the question  write an iterator to traverse through a binary search tree in order.   answer question
2015-02-10 17:29:35.17,it was an on campus interview  and was in a small room that was super hot and hard to concentrate in. my interviewer was not too helpful and would barely help me while i was struggling. based on other interviews with tech companies  i felt like fb engineers could use a little more improvement in the way that they assist candidates.,No Question
Date, Experience, Questions
2015-02-05 18:20:00.087,the interviewer was very cool and he asked me about myself and my projects. he also asked why i want to choose facebook and then we started coding round  which took nearly 45 minutes.he mainly focused on performance tuning of algorithms.i.e how fast we can make spontaneous decisions for an algorithm to run fast.overall  it was very good experience.,reverse of a linked list   2 answers
2015-02-13 12:43:04.033,i was referred to facebook by a friend who works there and was contacted by a member of hr about a week later. we set up a date for a 45 minute technical phone interview which was to be held a week and a half later. for the actual interview  i was first asked a couple of generic questions about myself and facebook before moving on to the technical questions. there were two programming questions. for the first question  i first described what my algorithm would be  then discussed time and space complexity before finally implementing it. my interviewer didn t have anything to say about my answer and we simply moved on. i took the same basic approach to the second question  described my algorithm  discussed space time complexity  and then implemented it. however  after discussing the space and time complexity for my potential solution  my interviewer asked me if i saw any draw backs to my algorithm. i told him that it used a lot of extra space  and he asked if i could think of a more efficient  space wise  solution. i thought about it for awhile  but unfortunately blanked out. he then suggested i just go ahead and implement my algorithm. the last 5 or so minutes of the 45 minute interview were devoted to me asking questions. i asked a few  and the interview was over. i received a generic rejection email 3 days later.,why are you interested in facebook    answer question what is your favorite feature of facebook  then as follow ups  what would you change about this feature  and what could be a drawback of this change    answer question given  data    from   and  to  fields  replaces all occurrences of the characters in the  from  field in the  data  field  with their counterparts in the  to  field. example  input  data   hello world  from   lod  to   xpf  output   hexxp wprxf    1 answer create an iterator class for a tree. the iterator should traverse the tree using in order traversal. implement the constructor and next functions.   1 answer
2015-02-26 19:18:50.703,two technical phone screen interviews and afterwards and invite to the facebook university day at a campus of my choice  menlo park  seattle or nyc    all expenses paid. on campus i had a final technical interview with one of the developers. the rest of the day was spent getting to know the campus and some of the newly hired developers as well as a q a with a senior developer.,please tell me about a previous project of yours and what you would have to change in order to make it scale to millions of users.   answer question
2015-02-25 21:17:47.46,i applied to the summer internship last year. however  i didn t hear anything until june. they said they were going to interview me for full time position. then i told them i won t be graduating until this year summer. so  i postpone the interview to this year. they they got confused that i was applying to the summer internship this year. after a phone interview  they sent me onsite interview. the onsite interview was postponed for almost an hour without notice. i was waiting there for almost an hour. so  things were really rush.,top k  permutation  system design   answer question
2014-12-05 12:51:35.74,the hiring process was extremely efficient. they move as fast as you need. i got responses from the recruiter in minutes and two hours after the interview i got the results. the office looks nice and the people there also. it looked too young to my taste. didn t see there anyone older  over 45  with experience but this was only a quick look. i got a problem that i can solve in 20 min with my laptop  but wen you need to code it on a whiteboard it s a different skill i don t have. even though your concept is right   they look for potential bugs on your code so make sure you write carefully  i don t .,first interview question  dutch flag problem. given three color objects arranged randomly in an array  arrange them such that each object is together and their collective color groups are in the correct order.   1 answer
2014-11-23 15:16:20.103,the first interview was at my university. it was your typical 45 minute face to face whiteboard coding style interview. during the first five minutes  my interviewer introduced himself and asked me questions about myself. be prepared to talk about yourself and your resume. the next 35 minutes were spent entirely on 1 question. after arriving at a naive solution  i fined tuned and optimized my code. the last 5 minutes were reserved for any questions i had. i passed the first interview  and went on to the second interview. the flew me down to hq. this interview went horribly. the question was more difficult than the first interview  and my interviewer s accent made him difficult to understand. after the interview  i toured facebook s campus and had lunch  etc.,how would you speed up the file copying program you wrote    1 answer
2015-03-28 10:57:32.863,i was contacted by a recruiter and asked the normal job   career stuff. an interviewer callef back and asked a lot of simple linux networking questions that were pretty much to filter out people who didn t know what they were talking about. the questions were things like what port number various services were on and what simple unix commands did. i then had a call scheduled with an engineer to do a test using a shared writing space. it was a very annoying tool to use and i had a bit of trouble using it because i m an emacs guy and this was a very different in bowser editor. anyway  the problem was to recursively copy a directory structure to a remote file system using an api. my reviewer and i went through the solution i made and we confirmed it worked. i think i must have answered some performance optimization questions incorrectly because i didn t get a call back. he also asked me how i would extend it and i think i gave the wrong answer.,matching two strings  one is text  the other one is chars and dots and asterisks  each of which represents something. similar to ones on careercup.   answer question
2014-12-20 11:03:44.03,met facebook engineers who referred me to the recruiter. the recruiter contacted me three weeks after i met the engineers. set up round 1 phone screen within the next 2 weeks of our first email exchange. facebook does move pretty fast with the recruiting process. the recruiter contacted me again about 2 days after round 1 interview to set up round 2. round 2 was about 3 weeks after round 1.,print out the sum of each row in a binary tree.   answer question
2015-02-15 14:38:10.99,got an email from a recruiter a couple weeks after they came to our school for a college tour. had an interview with one of the software engineers and he asked behavioral questions and then a technical question.,given a social network where users can subscribe to one another  you are told that there is exactly one celebrity to whom everyone subscribes. if the graph is represented as a 2d array  how would you find the celebrity    answer question
2015-09-27 19:56:55.02,first had a 1 hour phone interview with a facebook employee. two days later  i was invited to a 45min on campus interview in california. i heard back 2 weeks after the final interview.,No Question
Date, Experience, Questions
2014-11-25 16:24:15.97,4 rounds onsite interviews. not very difficult  need bug free. 45 mins each round  5 mins break between them. people there are smart and nice. some resume questions  1 to 2 coding problems each round,4 rounds onsite interviews. not very difficult  need bug free. 45 mins each round  5 mins break between them. people there are smart and nice. some resume questions  1 to 2 coding problems each round   answer question
2014-12-05 12:57:35.543,i got the opportunity through internal referral. i passed an technical phone screening and was invited to an on site. i had 5 interviews in total. two coding  two system design  one with manager  on phd research   a quick coding exercise . the technical questions were not too difficult  but i was unprepared for the system design problems. one of the interviewers kept walking around in the room and was really distracting and annoying. i couldn t focus on solving the problem and didn t do well in that session. the interviewing schedule was not the best. i was scheduled to have lunch at 2pm pst  but considering i m from a couple time zones east of pst  i was already way too hungry to have lunch at that time. perhaps a low blood sugar level also contributed to my impaired thinking abilities.,signed nda. distributed system design problems were out of my expectation as i do not claim any experience in that area nor was i interviewing with any positions related to that area.   answer question
2015-09-15 17:45:14.773,2 interviews   one on campus and 1 onsite. onsite included several presentations about the company as well as interview. feedback after the on campus took about a week  heard back from the on site interview day of. recruiters were all prompt and responsive   couldn t have asked for a better interviewing experience.,solve the 2sum problem without using extra space   answer question
2015-09-15 10:58:32.893,2 phone interviews  no on site because i had a competing deadline. week 1  interview 1  heard back they want to schedule another interview 2 hours later week 2  interview 2  heard back about my offer 4 hours later  since i had a deadline on the next day ,q  design a self driving car with artificial intelligence q  basic tree  binary  data structure quesitons   answer question
2014-12-16 16:38:11.787,i applied through a conferene  then i received an email from facebook  we schedule an interview depending on my availability  the interview was on the phone and call that lasted around 45 minutes,trees   1 answer
2014-12-19 12:19:47.057,1. i was contacted by a facebook recruiter on linkedin. 2. she arranged a coding phone screen. it was about an hour long  and assessed programming   algorithmic problem solving skills. 3. after i passed the phone screen  i was invited to an onsite interview  which was about 6 hours long. each session lasted about 45 minutes. five sessions involved programming questions on dynamic programming  data structures  system design  algorithmic complexity. one session was almost purely behavioral  even though i was applying for a software engineering position.,dynamic programming questions that were pretty standard yet tricky.   answer question
2014-11-25 04:05:00.31,implement an asked simple function in an empty paper. each type of variables  ex. int  double  and using conditional   iterative statement had to be chosen carefully to avoid a single mistake. then typical personal questions came after the code interview.,implementing a square root function   2 answers
2014-11-19 05:38:36.113,phone interview. ask one project  and why want to work in facebook. then ask two coding question. the first one is implement strstr    and follow up is how to speed it up. the second question is 3 sum  and the element can be duplicated. follow up is how to speed it up.,the interviewer ask me how to optimize the strstr   brute force method  and i said we can use kmp algorithm to do it  then he move on  and don t ask me to implement it.   2 answers
2014-11-11 16:23:50.067,i was referred by a friend. whole process took a week in a half   due to a pending deadline on my part. i had a phone interview and was then invited onsite at the end of the week. the onsite interview was composed of 3 interviews. they were typical questions of any other technical interview questions   although slightly more tree heavy than other companies. on monday i was contacted asking to provide references. i thought i had it in the bag because of this but tuesday evening i was rejected. i know that they were strong and wouldn t cause my rejection. so i guess references are asked for before the onsite interviews are processed ,i signed an nda so won t disclose the exact questions   but i d practice up on tree traversals before interviewing   answer question
2014-11-16 09:54:06.103,the whole process was very fast. i have applied through the web site and got reply on a same day. 1. screening with recruiter  15 20 mins  2. phone interview with an engineer  45 mins  3. onsite interview with 4 people  2 coding  1 system design  1 culture fit   coding ,i found system design question more difficult than others as i had no experience in designing large scalable systems.   2 answers
Date, Experience, Questions
2014-10-28 14:57:39.06,facebook had come on campus.the first round was simple coding questions .the second round was a telephonic screening for 45 mins. the interviewer explained his job role and gave 5 mins in the end to ask questions,1  a 2  b ... 26  z given a digit   return the count of the possible output eg.  1313      4 acac mac mm acm  101    1 ja cannot discard any digit .   8 answers
2015-02-03 10:57:33.417,got on campus interview and i got a problem jump    in leetcode and i got onsite interview chance. i have four interview with software engineer. the most difficult thing is system design. they asked problem which can be solved by disjoint set problem. they asked a dynamic programming stuff  array  binary tree.,the most difficult thing is system design. they asked problem which can be solved by disjoint set problem.   answer question
2014-11-11 20:50:57.853,1 behavior past experience 2 ninja 3 lunch  not rated  4 design 5 ninja the behavior interview is about 1 hour  just talking about your past and current experience and projects you have done  plus a 15 mins coding test. first ninja is an opening question  essentially creating your own question based on a scenario and do some coding. my experience was really good so you have the flexibility to design questions you are familiar with. lunch was chat with a senior team lead  relax and get to know what you want to know. design was easy for me  since i have done a similar system at my current job. the last ninja really sucked  the question is about a really unconventional event processing model using  pulling  instead of standard  push  model  like storm   and the interviewer does not talk much and was not happy when i proposed the much simpler and intuitive push model. i failed on this one.,the second ninja  coding  test was about event processing system using pulling model  which literally no one in the industry is using.   5 answers
2014-11-20 21:58:24.883,did three rounds of interviews. first round  design a system to detect homeworking copying  which means input two strings and a integer k  if there is a common substring of them have length larger than k  return true  else return false. second round  nearly all behavior questions. in the last five minutes  asked me to code up a linked list reverse function third round  build a dictionary trie and implement search function  mainly focusing on the oo designing pattern.,how to deal with the conflict with colleagues   answer question
2014-12-17 09:52:30.713,contacted facebook university recruiter with my cv and sent in a form specifying where i wanted to work  what i wanted to do at facebook. i was scheduled an interview for late in the evening due to the time difference with california. initially asked a number of questions on my cv and the projects i had worked on. then moved onto technical coding question using online coding tool. this was a hard recursive question which i was unable to complete.,was asked to write a function that would return all the possible words generated when using a phone numpad to type.   1 answer
2014-11-30 15:01:06.777,facebook came to my campus career fair where i turned in my resume. i had an onsite interview in new york which went well. it was completely a technical interview with only programming. i was asked 2 questions   the first was a simple reverse a signed integer  the second was a harder pattern matching problem that could be solved using a prefix tree. i was invited to a second on site interview in menlo park. it was a long flight across the country and in hindsight totally not worth the time wasted   i skipped classes and turned in homework late as a result. the on site was awful. my interviewer showed up late and then proceeded to ask me a very simple question about printing the paths to nodes in a binary tree. coded it up with some minor corrections  since i was white boarding and you miss some stuff when you re face is glued to a wall . he then extended the question but cut me off because we ran out of time  this was completely his fault since he showed up a good 15 minutes late . they proceeded to give me a tour of the campus and talk with current engineers. it would have been fun if it hadn t been for the bad interview. overall  i got the feeling that they re a large company and are definitely not as agile as they were a couple of years ago. engineers were very complacent and talked more about their great perks than personal growth. in the end  i think i got caught in the interview anti loop and had some poor luck. promptly rejected. i really wish i hadn t wasted 48 hours flying for that sad excuse of an interview.,the pattern matching question in my 1st interview was reasonably tricky  but the interview did a fantastic job of giving me the right clues to help me solve it on my own.   answer question
2014-11-20 17:04:51.33,gave my resume at my university s tech fair and heard back two months later to schedule an interview. my interviewer was honestly pitiful. he was disinterested and rarely spoke  several times i thought the call got cut off . he didn t seem to care about me at all  but simply if i could answer the technical question. when given the chance to ask him questions about his experience he gave short answers that gave me a poor impression of facebook as an employer  goal oriented  as in  finish or die trying   regimented  and not user centric. the technical question was difficult as well  and i got the impression that asking questions of him was discouraged. i was stopped early  but i think i got the answer later after the interview was over  though i will never be sure as the spec was not 100  clear .,given a mapping of the english alphabet to numbers  i.e. a   1  b   2  k   11  and a string of numbers  i.e.  110124    determine the number of representations that the string may have in letters.   4 answers
2014-12-31 21:08:01.583,i had an on campus interview with facebook on my university campus  which was one on one and took about 45 minutes. i was given three binary search tree questions to answer in this first interview. a few weeks later  i had another interview on facebook s campus in menlo park  and got to tour the whole place after with a group of other intern potentials. that second interview was also about 45 minutes  with a single question about sorting arrays efficiently. some of the other intern interviewees had two questions  but i focused on solving the one problem well  and came up with a few solutions  i wrote out code in c   for the most efficient one. very cool campus and people ,sort an array of characters into three groups  in o n  time and using little extra memory.   1 answer
2014-12-03 14:15:59.953,i had a first round in person interview at my university where i was being interviewed along with many other candidate interns. the questions were not too difficult at all  the first one was basically to implement binary search and the second one had to do with array manipulation. i answered the questions correctly but still didn t advance so i m not totally sure what they were looking for.,given an array  move all the zeros to the end and return the number of nonzero elements in the array   6 answers
2014-12-03 14:24:56.94,i applied through campus. it took 2 weeks. first there s a on campus interview for 45 mins. after that  i was noticed to take the on site interview. for on site  there re 3 rounds  2 of them are all coding  the other is behavior questions plus 1 15 mins coding.,i would say that the questions are not difficulty but it s also not easy to do them correctly if you see them first time.   answer question
Date, Experience, Questions
2014-11-15 04:17:46.723,one on campus interview and one onsite interview. the on campus interview takes 45 minutes  the interviewer will ask first about the resume and project experience and then the ask one or two technical problems. if pass the on campus interview. there will be notification for an onsite interview after one or two business day.,find minimum in rotated sorted array find the minimum element. assume there is no duplicate exists in the array.   1 answer
2014-11-17 22:34:30.24,first round   interview on campus. 45 minutes long. half of the interview is your typical questions about your resume  what you know about the company  what you do. 2nd half is a coding question given by the interviewer. 2nd round   pick your choice of location and do an interview there. i chose menlo park. day consists of 4 interviews in the morning and a tour   culture overview in the afternoon. of the 4 interviews 2 were almost purely coding questions. 1 was half and half. 1 was purely behavioral. each interview lasts 45 50 minutes each.,if you could change something about faceboook what would it be    answer question
2014-08-27 16:38:21.31,a phone interview  simply ask some question about resume and then ask coding question. they sent a link to you and use the link to coding. just one question  the question is typed by them in the link.,print a binary tree by vertical level order like 1 2 4 3 5 print   3 2 1 5 4   7 answers
2014-10-25 21:21:56.87,first i got a phone interview  where i was asked a few background questions like previous experience. after this  i received an email for an on site interview. after a brief tour of the campus in palo alto  i was brought to a room where a senior software engineer interviewed me. i was asked a number of simple questions  and then one complex coding question.,how do you reverse a linked list    2 answers
2014-10-16 02:29:26.39,met the recruiter at a career fair  dropped off my resume  and was contacted for an on campus tech interview. interviewed with a russian guy with a really heavy accent and i could not understand much of what he was saying. he also got impatient with me and basically wrote the answer on the board after 1 2 minutes of watching me struggle. not a very helpful or nurturing interviewer.,you have a longggg list of words  return a list of distinct words along with the count of how many occurred using only 16gb of memory   2 answers
2014-10-04 19:59:14.35,referred by a friend.the recruiter responds quickly. first the recruiter needs to know more about me and introduces the job. then planned a phone screen for me. one coding question. two days later i was informed i am invited for a full loop. the onsite includes four rounds. two coding  one system design and one jedi. great experience,why do you choose facebook   answer question
2014-11-08 13:01:44.893,i met the recruiter at a career fair. he was really helpful and scheduled me for an interview within the same week. i had a phone interview with one of the software engineers and was asked to code three technical problems. the first one was a list of anagrams and the other two were related to levelorder traversal of binary trees.,from a list of words create a list of buckets with anagrams in the same bucket   1 answer
2014-09-25 15:53:05.783,i was contacted by a recruiter after the facebook ny hackathon. she set up one technical phone interview  if i passed there would be another technical phone interview. after those two they would make a hiring decision.,write running code to print out the level order traversal of a binary tree   4 answers
2014-11-21 08:39:00.53,got an on campus interview through the career fair at my university. the on campus interview was a total of forty five minutes  first five to ten minutes was talking about the interviewer and about my past experiences and the rest of the time was for one technical question  which was relatively easy. two days after the on campus interview  i was invited to an on site interview at their seattle office during one of their university days. the interview style was the same as the on campus interview. they also took us on a tour around seattle during the on site.,bread first search on a dictionary.   answer question
2014-11-03 09:24:50.47,a friend referred me and then i got contacted by a recruiter sometime during september. arranged for a phone interview two weeks later  and two hours after my phone interview  i was told that i could go onsite. during onsite there are 4 rounds of interviews. 3 are completely coding  the other is half behavior and half coding. most questions are not hard and can be found on glassdoor or other sort of programming interview preparing materials. definitely easier than google interview questions. i thought i did pretty well during the onsite  better than phone . answered all but one question they asked me  and i did not think there was a lot of bugs. no idea why i did not get in  but since i am really not even half of a world class developer  at this stage i understand luck is more involved than skills.,regex matching   answer question
Date, Experience, Questions
2014-11-10 21:12:54.307,i applied online  and then received email to arrange a first round phone interview  the engineer was nice and the question was easy  but it was my first interview  so i was a little nervous  two questions in 45 minutes  1. find intersection of 2 sorted arrays. 2. move all non zero elements into the front of array.,try to improve the intersection question by binary search  but i did not finish the coding.   3 answers
2014-10-25 14:36:07.657,contacted by recruiter via linkedin. phone interview set up one week after contact. interviewer contacts you on day of interview and send you a link for an online document editor. interview lasted 45 mins. the interviewer started off by asking me what my most interesting project is that i have worked on. this took less than 5 mins. then the interviewer gives you the rest of the time to solve a programming problem. the last 5 mins or the remaining time you can ask the interviewer questions. the question was fair. not a brain teaser. interviewer was very nice and helpful.,given a matrix  calculate the sum of a sub matrix given the start and end indices of the submatrix   1 answer
